fid,country,region,UN_c,UN_1,UN_3,UN_5,NC_c,NC_1,NC_3,NC_5,pop_c,pop_1,pop_3,pop_5
31883,Democratic Republic of the Congo,Africa,1.87003309100284,1.43002942634082,4.98465208687478,4.39678523800029,0.818081200122833,0.843505481878916,0.920174101988475,0.927235802014669,141652.0625,282353.1875,368358.96875,282410.90625
31884,Democratic Republic of the Congo,Africa,0.0,0.0,0.705465754535283,0.663772471820716,1.00000003973643,1.00000003973643,0.934191524982452,0.938126484553019,236769.53125,,,
31885,Democratic Republic of the Congo,Africa,0.0,0.0,0.402863813200332,0.200885261633194,0.99999996026357,1.0,0.990024924278259,0.994154473145803,248490.8125,,,
31886,Democratic Republic of the Congo,Africa,0.0,0.0,0.00131603269751884,0.0,0.666666666666667,0.666666666666667,0.66652649641037,0.666666646798452,49639.9375,,,
31887,Democratic Republic of the Congo,Africa,0.0,0.0,0.0,0.0,0.666666626930237,0.666666626930237,0.666666726271311,0.666666726271311,73479.4609375,,,
31889,Democratic Republic of the Congo,Africa,14.4911337679767,14.4911337679767,82.7129914317785,82.6154685628645,0.896285355091095,0.896285355091095,0.687904437383016,0.688137789567312,572120.5,1137864.875,1493335.75,1132809
31890,Uganda,Africa,3393.48132598894,3437.22341238261,5393.73233188826,5083.3481594414,0.448029746611913,0.433611263831457,0.317422896623611,0.357363869746526,0,0,4403616,0
31891,Uganda,Africa,6911.78629333193,6874.52455749011,7401.6081740676,7916.12303424735,0.201224555571874,0.198971673846245,0.14945158859094,0.166331122318904,0,0,0,0
31892,Uganda,Africa,20994.2312934959,21445.3748391383,23532.1619485134,26569.534544079,0.158515299359957,0.142038851976395,0.0751897543668747,0.0645799450576305,0,0,0,0
31893,Uganda,Africa,50235.7213391516,50491.7763376059,52665.8326920148,60019.2915307776,0.0638931070764859,0.0623318726817767,0.0399147061010202,0.0318908449262381,0,0,0,0
31894,Kenya,Africa,7717.65342638435,8438.29410669767,9896.87529532954,15300.2689981094,0.125827103853226,0.130020663142204,0.0829150155186653,0.0843313733736674,0,0,0,0
31895,Kenya,Africa,5616.5632013687,8888.77894184625,10577.3940913961,18463.725225897,0.0439117184529702,0.057420569161574,0.0343760171284278,0.0483418889343739,1500439.75,2545236,3644773,2465457.5
31896,Kenya,Africa,250.868952743395,495.024553241717,734.134806304376,1492.00026492263,0.14611990749836,0.215144902467728,0.103300732870897,0.194857453306516,227779.5,366851.9375,530036.5,356160.40625
31897,Kenya,Africa,0.331272194386802,0.331272194386802,0.780132419851753,2.05525156605843,0.815255165100098,0.815255165100098,0.593254491686821,0.617214957873027,70185.703125,117950.5625,171710.125,114595.1875
31898,Kenya,Africa,54.4329951846127,70.7936487489901,86.4107750570421,167.161880005604,0.0313912400354942,0.0276400009170175,0.0211687901367744,0.0450101137782137,35901.2734375,64989.73046875,94488.828125,0
31899,Kenya,Africa,16.2616069674279,19.2130882539641,22.1482029044179,39.5852063289847,7.83970263481884e-17,9.59387081089105e-17,2.72749175052866e-17,2.90680300063423e-17,123314.375,216717.3125,318456.46875,210454.859375
31900,Kenya,Africa,6.49149653489214,7.2318364143206,7.47894054147535,8.16041261642835,0.133854197959105,0.0354111663376292,0.0,1.329642431807e-17,67861.5546875,118909.6328125,175223.296875,115453.703125
31901,Somalia,Africa,492.652136847167,496.923744692929,523.003222617673,1621.21578773162,8.74568929578354e-17,8.03912490657591e-18,0.0,3.8215799445324e-19,55601.42578125,78352.1875,140344.90625,65743.4375
31902,Somalia,Africa,9060.81413041501,8656.2792938286,8842.74974667393,9131.64177760317,0.0,0.0,0.0,0.0,107496.046875,150619.1875,270825.65625,126026.4375
31903,Somalia,Africa,19301.7524332901,19566.3562379618,20317.3031707207,26578.4965697525,0.00042872527653041,1.68693453209319e-05,1.72079046478757e-06,1.29981441811348e-05,153763.1875,214661.8125,385946.5,179897.4375
31904,Somalia,Africa,12534.5917028659,14501.4731170307,16523.4265747909,22340.3615924626,0.00949765679736932,0.0022761799239864,0.000286640250124037,0.001491531302842,103729.0546875,144184.1875,258297.78125,0
31957,Indonesia,South Asia,77.7578504945503,76.6427120979917,1490.40051221175,76.6427120979917,0.992993195851644,0.993034203847249,0.951620737711589,0.993034203847249,627746.25,605370.25,0,598924.5625
31958,Indonesia,South Asia,127.11772580335,92.4594673467162,1219.83112441644,286.016667240479,0.972011963526408,0.979248563448588,0.865689436594645,0.952316462993622,0,0,0,0
31959,Indonesia,South Asia,24035.9129126456,22714.1485895043,90328.0884897311,32998.9387138405,0.7850461602211,0.795909027258555,0.450221767028173,0.736777404944102,0,0,0,0
31960,Indonesia,South Asia,73408.3506252855,73028.8059194864,175450.970575386,107272.295179793,0.627384920914968,0.62895272175471,0.313969592253367,0.512477616469065,0,0,0,0
31961,Indonesia,South Asia,26171.6584292882,25711.2478903948,75803.1310282539,31422.4129966156,0.684442361195882,0.686571717262268,0.301706254482269,0.634573856989543,0,0,0,0
31962,Malaysia,South Asia,1501.44962482072,1829.19985933604,10853.8861313215,13608.1252235078,0.887678523858388,0.906303306420644,0.629952748616537,0.808184862136841,0,0,0,0
