,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,pop,PN,country,PNpop_c_norm
498,-129.0,58.0,-130.0,58.0,-130.0,59.0,-129.0,59.0,-129.0,58.0,91.26112756012866,,lowest,Canada,0.0017867711823282987
499,-128.0,58.0,-129.0,58.0,-129.0,59.0,-128.0,59.0,-128.0,58.0,89.8949976419771,,lowest,Canada,0.0014835536922137274
500,-127.0,58.0,-128.0,58.0,-128.0,59.0,-127.0,59.0,-127.0,58.0,89.75513614986313,,lowest,Canada,0.0013091456322405954
501,-126.0,58.0,-127.0,58.0,-127.0,59.0,-126.0,59.0,-126.0,58.0,98.95692274568356,,lowest,Canada,0.0002092719899158267
502,-125.0,58.0,-126.0,58.0,-126.0,59.0,-125.0,59.0,-125.0,58.0,99.54102927573521,,lowest,Canada,0.00013643556703468013
509,-118.0,58.0,-119.0,58.0,-119.0,59.0,-118.0,59.0,-118.0,58.0,79.50312566626698,lowest,lowest,Canada,0.0005330335867046721
510,-117.0,58.0,-118.0,58.0,-118.0,59.0,-117.0,59.0,-117.0,58.0,64.66268791607986,low,lowest,Canada,0.004011470800663305
511,-116.0,58.0,-117.0,58.0,-117.0,59.0,-116.0,59.0,-116.0,58.0,69.04424962634968,lowest,medium,Canada,0.014109480928330535
512,-115.0,58.0,-116.0,58.0,-116.0,59.0,-115.0,59.0,-115.0,58.0,75.47224430322275,lowest,low,Canada,0.0073926269046347875
513,-114.0,58.0,-115.0,58.0,-115.0,59.0,-114.0,59.0,-114.0,58.0,82.86702599297236,lowest,lowest,Canada,0.005184061104812672
514,-113.0,58.0,-114.0,58.0,-114.0,59.0,-113.0,59.0,-113.0,58.0,83.87001174641168,,lowest,Canada,0.004788047493647596
515,-112.0,58.0,-113.0,58.0,-113.0,59.0,-112.0,59.0,-112.0,58.0,83.24663681858713,,lowest,Canada,0.004473563506829185
516,-111.0,58.0,-112.0,58.0,-112.0,59.0,-111.0,59.0,-111.0,58.0,84.03920277132396,,lowest,Canada,0.0037648793445977384
517,-110.0,58.0,-111.0,58.0,-111.0,59.0,-110.0,59.0,-110.0,58.0,82.34246949923644,lowest,lowest,Canada,0.0032614657328586573
518,-109.0,58.0,-110.0,58.0,-110.0,59.0,-109.0,59.0,-109.0,58.0,81.8986895520262,,lowest,Canada,0.0044653623505022
519,-108.0,58.0,-109.0,58.0,-109.0,59.0,-108.0,59.0,-108.0,58.0,81.86492616865277,,lowest,Canada,0.004679874602237967
520,-107.0,58.0,-108.0,58.0,-108.0,59.0,-107.0,59.0,-107.0,58.0,83.71208366569532,,lowest,Canada,0.0047484053900073596
521,-106.0,58.0,-107.0,58.0,-107.0,59.0,-106.0,59.0,-106.0,58.0,82.0110496856543,,lowest,Canada,0.004803459950890457
522,-105.0,58.0,-106.0,58.0,-106.0,59.0,-105.0,59.0,-105.0,58.0,84.7734492742107,,lowest,Canada,0.005176239683544165
523,-104.0,58.0,-105.0,58.0,-105.0,59.0,-104.0,59.0,-104.0,58.0,83.63144140557802,,lowest,Canada,0.005228698116234967
524,-103.0,58.0,-104.0,58.0,-104.0,59.0,-103.0,59.0,-103.0,58.0,84.80047390687048,lowest,lowest,Canada,0.005026382732462801
525,-102.0,58.0,-103.0,58.0,-103.0,59.0,-102.0,59.0,-102.0,58.0,85.35213016951427,,lowest,Canada,0.00505698527884007
526,-101.0,58.0,-102.0,58.0,-102.0,59.0,-101.0,59.0,-101.0,58.0,86.29475212489278,lowest,lowest,Canada,0.005460678148711252
527,-100.0,58.0,-101.0,58.0,-101.0,59.0,-100.0,59.0,-100.0,58.0,83.51752126009963,,lowest,Canada,0.006545170976826042
528,-99.0,58.0,-100.0,58.0,-100.0,59.0,-99.0,59.0,-99.0,58.0,84.55044621151161,,lowest,Canada,0.005965213535943136
529,-98.0,58.0,-99.0,58.0,-99.0,59.0,-98.0,59.0,-98.0,58.0,87.17210137385226,lowest,lowest,Canada,0.005815224483134987
530,-97.0,58.0,-98.0,58.0,-98.0,59.0,-97.0,59.0,-97.0,58.0,85.72199027857046,,lowest,Canada,0.0064711882138451466
531,-96.0,58.0,-97.0,58.0,-97.0,59.0,-96.0,59.0,-96.0,58.0,87.13377452511871,,lowest,Canada,0.006618235183221138
532,-95.0,58.0,-96.0,58.0,-96.0,59.0,-95.0,59.0,-95.0,58.0,91.41028906930549,,lowest,Canada,0.006900637534454618
533,-94.0,58.0,-95.0,58.0,-95.0,59.0,-94.0,59.0,-94.0,58.0,88.70548491642299,,lowest,Canada,0.006758706495930408
534,-93.0,58.0,-94.0,58.0,-94.0,59.0,-93.0,59.0,-93.0,58.0,89.21768154210942,,lowest,Canada,0.0050262775028456705
535,-92.0,58.0,-93.0,58.0,-93.0,59.0,-92.0,59.0,-92.0,58.0,97.07628592547793,,lowest,Canada,0.0003084968384374196
536,-78.0,58.0,-79.0,58.0,-79.0,59.0,-78.0,59.0,-78.0,58.0,82.224509860562,lowest,lowest,Canada,0.0013546154679011469
537,-77.0,58.0,-78.0,58.0,-78.0,59.0,-77.0,59.0,-77.0,58.0,83.3310642463118,,lowest,Canada,0.005102017873234824
538,-76.0,58.0,-77.0,58.0,-77.0,59.0,-76.0,59.0,-76.0,58.0,81.07993273494597,,low,Canada,0.0073033586075441186
539,-75.0,58.0,-76.0,58.0,-76.0,59.0,-75.0,59.0,-75.0,58.0,75.44645818298305,,lowest,Canada,0.006936140038016901
540,-74.0,58.0,-75.0,58.0,-75.0,59.0,-74.0,59.0,-74.0,58.0,69.8689699635016,,lowest,Canada,0.00665438115342806
541,-73.0,58.0,-74.0,58.0,-74.0,59.0,-73.0,59.0,-73.0,58.0,82.1793457612759,,lowest,Canada,0.0036886773107427853
542,-72.0,58.0,-73.0,58.0,-73.0,59.0,-72.0,59.0,-72.0,58.0,85.48979521029842,,lowest,Canada,0.005606628762276327
543,-71.0,58.0,-72.0,58.0,-72.0,59.0,-71.0,59.0,-71.0,58.0,87.33109540720584,,lowest,Canada,0.006424658260907471
544,-70.0,58.0,-71.0,58.0,-71.0,59.0,-70.0,59.0,-70.0,58.0,89.18538033233537,,lowest,Canada,0.0066921591119371605
545,-69.0,58.0,-70.0,58.0,-70.0,59.0,-69.0,59.0,-69.0,58.0,90.08227159560901,lowest,lowest,Canada,0.004017746969552246
546,-68.0,58.0,-69.0,58.0,-69.0,59.0,-68.0,59.0,-68.0,58.0,90.69546921756596,lowest,lowest,Canada,0.002723054038949631
547,-67.0,58.0,-68.0,58.0,-68.0,59.0,-67.0,59.0,-67.0,58.0,90.94733587939167,,lowest,Canada,0.0012913058412439096
548,-66.0,58.0,-67.0,58.0,-67.0,59.0,-66.0,59.0,-66.0,58.0,91.38885509394208,,lowest,Canada,0.003291452206053836
549,-65.0,58.0,-66.0,58.0,-66.0,59.0,-65.0,59.0,-65.0,58.0,90.65815291447798,,lowest,Canada,0.005004995400114557
550,-64.0,58.0,-65.0,58.0,-65.0,59.0,-64.0,59.0,-64.0,58.0,86.4373179093146,,low,Canada,0.008099800171274497
551,-63.0,58.0,-64.0,58.0,-64.0,59.0,-63.0,59.0,-63.0,58.0,82.45151957587957,,lowest,Canada,0.004674011317210781
552,-62.0,58.0,-63.0,58.0,-63.0,59.0,-62.0,59.0,-62.0,58.0,81.88003663407926,,lowest,Canada,1.8291288467246978e-05
554,-4.0,58.0,-5.0,58.0,-5.0,59.0,-4.0,59.0,-4.0,58.0,90.16986536393541,lowest,lowest,United Kingdom,0.0025664287143514213
555,-3.0,58.0,-4.0,58.0,-4.0,59.0,-3.0,59.0,-3.0,58.0,89.6414407114377,low,lowest,United Kingdom,0.002967144701209717
557,13.0,58.0,12.0,58.0,12.0,59.0,13.0,59.0,13.0,58.0,85.06714220423946,,lowest,Sweden,0.0034625295007713656
558,14.0,58.0,13.0,58.0,13.0,59.0,14.0,59.0,14.0,58.0,84.86037931500005,lowest,lowest,Sweden,0.0020546652442689057
559,15.0,58.0,14.0,58.0,14.0,59.0,15.0,59.0,15.0,58.0,81.54322323325081,medium,high,Sweden,0.027458771685989664
560,16.0,58.0,15.0,58.0,15.0,59.0,16.0,59.0,16.0,58.0,76.54576391584371,medium,highest,Sweden,0.05510617794285106
561,17.0,58.0,16.0,58.0,16.0,59.0,17.0,59.0,17.0,58.0,82.04336386386724,low,medium,Sweden,0.01973040632217417
562,23.0,58.0,22.0,58.0,22.0,59.0,23.0,59.0,23.0,58.0,89.89933828748747,low,lowest,Estonia,0.0015863182566251792
563,24.0,58.0,23.0,58.0,23.0,59.0,24.0,59.0,24.0,58.0,89.97533310063335,low,lowest,Estonia,0.001335087121232415
564,25.0,58.0,24.0,58.0,24.0,59.0,25.0,59.0,25.0,58.0,89.69359025644465,medium,lowest,Estonia,0.00827520354751601
565,26.0,58.0,25.0,58.0,25.0,59.0,26.0,59.0,26.0,58.0,88.83044856356575,medium,low,Estonia,0.010340400783956958
566,27.0,58.0,26.0,58.0,26.0,59.0,27.0,59.0,27.0,58.0,84.49671786618462,medium,lowest,Estonia,0.010231570221092364
567,28.0,58.0,27.0,58.0,27.0,59.0,28.0,59.0,28.0,58.0,84.24520093059922,medium,lowest,Estonia,0.004799802902395187
568,29.0,58.0,28.0,58.0,28.0,59.0,29.0,59.0,29.0,58.0,87.38481636632748,medium,low,Russia,0.009500671965432202
569,30.0,58.0,29.0,58.0,29.0,59.0,30.0,59.0,30.0,58.0,91.51251557302813,medium,low,Russia,0.011092622978127386
570,31.0,58.0,30.0,58.0,30.0,59.0,31.0,59.0,31.0,58.0,85.24643516948181,medium,lowest,Russia,0.010209338777967413
571,32.0,58.0,31.0,58.0,31.0,59.0,32.0,59.0,32.0,58.0,85.50568667332846,medium,lowest,Russia,0.009565296178750684
572,33.0,58.0,32.0,58.0,32.0,59.0,33.0,59.0,33.0,58.0,86.3347445977262,medium,lowest,Russia,0.008851781197589626
573,34.0,58.0,33.0,58.0,33.0,59.0,34.0,59.0,34.0,58.0,86.2532354828632,medium,low,Russia,0.012568778670066881
574,35.0,58.0,34.0,58.0,34.0,59.0,35.0,59.0,35.0,58.0,84.7734230140424,medium,low,Russia,0.016427681783116398
575,36.0,58.0,35.0,58.0,35.0,59.0,36.0,59.0,36.0,58.0,83.46435746059213,medium,low,Russia,0.009761840981587408
576,37.0,58.0,36.0,58.0,36.0,59.0,37.0,59.0,37.0,58.0,80.48373027015207,medium,low,Russia,0.009650955220741534
577,38.0,58.0,37.0,58.0,37.0,59.0,38.0,59.0,38.0,58.0,79.5738900352626,low,lowest,Russia,0.0046045099660863165
578,39.0,58.0,38.0,58.0,38.0,59.0,39.0,59.0,39.0,58.0,80.75894149928847,medium,low,Russia,0.00944876892426921
579,40.0,58.0,39.0,58.0,39.0,59.0,40.0,59.0,40.0,58.0,81.44477263628904,medium,lowest,Russia,0.0072624442047921935
580,41.0,58.0,40.0,58.0,40.0,59.0,41.0,59.0,41.0,58.0,84.57083540586919,low,lowest,Russia,0.006802713191267748
581,42.0,58.0,41.0,58.0,41.0,59.0,42.0,59.0,42.0,58.0,82.32611527911985,medium,low,Russia,0.00892727070601166
582,43.0,58.0,42.0,58.0,42.0,59.0,43.0,59.0,43.0,58.0,81.24334188310515,low,low,Russia,0.008578135069265514
583,44.0,58.0,43.0,58.0,43.0,59.0,44.0,59.0,44.0,58.0,83.0774064543814,low,low,Russia,0.008472596193830765
584,45.0,58.0,44.0,58.0,44.0,59.0,45.0,59.0,45.0,58.0,85.29768750064952,low,low,Russia,0.008316537210773679
585,46.0,58.0,45.0,58.0,45.0,59.0,46.0,59.0,46.0,58.0,84.83327548456529,medium,low,Russia,0.008672178613463666
586,47.0,58.0,46.0,58.0,46.0,59.0,47.0,59.0,47.0,58.0,83.66027855717017,low,low,Russia,0.008562170275549251
587,48.0,58.0,47.0,58.0,47.0,59.0,48.0,59.0,48.0,58.0,81.92420192956715,low,low,Russia,0.008751307436189288
588,49.0,58.0,48.0,58.0,48.0,59.0,49.0,59.0,49.0,58.0,87.36905114060417,medium,low,Russia,0.00958354480216124
589,50.0,58.0,49.0,58.0,49.0,59.0,50.0,59.0,50.0,58.0,85.29296905234463,high,low,Russia,0.016583804400096068
590,51.0,58.0,50.0,58.0,50.0,59.0,51.0,59.0,51.0,58.0,86.59556792801658,medium,low,Russia,0.010936309143835105
591,52.0,58.0,51.0,58.0,51.0,59.0,52.0,59.0,52.0,58.0,84.60215447637334,medium,low,Russia,0.01066215643380219
592,53.0,58.0,52.0,58.0,52.0,59.0,53.0,59.0,53.0,58.0,80.98174422025818,medium,low,Russia,0.01148782737548971
593,54.0,58.0,53.0,58.0,53.0,59.0,54.0,59.0,54.0,58.0,79.44311843923695,high,low,Russia,0.01599139161888399
594,55.0,58.0,54.0,58.0,54.0,59.0,55.0,59.0,55.0,58.0,79.8239983455567,medium,low,Russia,0.011468168362050678
595,56.0,58.0,55.0,58.0,55.0,59.0,56.0,59.0,56.0,58.0,82.68366565624159,medium,low,Russia,0.013560741931047934
596,57.0,58.0,56.0,58.0,56.0,59.0,57.0,59.0,57.0,58.0,86.84649581553879,high,low,Russia,0.01625215476550104
597,58.0,58.0,57.0,58.0,57.0,59.0,58.0,59.0,58.0,58.0,87.62832176498335,high,low,Russia,0.016609177828425522
598,59.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,59.0,58.0,86.77729416142273,high,low,Russia,0.013592977981464074
599,60.0,58.0,59.0,58.0,59.0,59.0,60.0,59.0,60.0,58.0,86.03295920596429,high,medium,Russia,0.023290311783135807
600,61.0,58.0,60.0,58.0,60.0,59.0,61.0,59.0,61.0,58.0,85.70505434072281,highest,medium,Russia,0.0330067774770561
601,62.0,58.0,61.0,58.0,61.0,59.0,62.0,59.0,62.0,58.0,87.66812321934212,medium,low,Russia,0.01226452583529692
602,63.0,58.0,62.0,58.0,62.0,59.0,63.0,59.0,63.0,58.0,87.22724495508758,low,low,Russia,0.00898369273463613
603,64.0,58.0,63.0,58.0,63.0,59.0,64.0,59.0,64.0,58.0,86.0071866951608,low,lowest,Russia,0.005620046306920006
604,65.0,58.0,64.0,58.0,64.0,59.0,65.0,59.0,65.0,58.0,89.17211503034338,lowest,lowest,Russia,0.0013803382710132852
607,68.0,58.0,67.0,58.0,67.0,59.0,68.0,59.0,68.0,58.0,99.94989895605431,lowest,lowest,Russia,0.0003691317365327816
608,69.0,58.0,68.0,58.0,68.0,59.0,69.0,59.0,69.0,58.0,86.36244013259572,lowest,lowest,Russia,0.0025749750354095895
609,70.0,58.0,69.0,58.0,69.0,59.0,70.0,59.0,70.0,58.0,85.40170632885412,lowest,lowest,Russia,0.0023883731414085234
610,71.0,58.0,70.0,58.0,70.0,59.0,71.0,59.0,71.0,58.0,90.93481505407809,lowest,lowest,Russia,0.0004126853863742241
611,72.0,58.0,71.0,58.0,71.0,59.0,72.0,59.0,72.0,58.0,92.36282813041585,lowest,lowest,Russia,0.00048256075826757946
612,73.0,58.0,72.0,58.0,72.0,59.0,73.0,59.0,73.0,58.0,99.6053921805785,lowest,lowest,Russia,0.0003033596039035775
614,75.0,58.0,74.0,58.0,74.0,59.0,75.0,59.0,75.0,58.0,81.37846211732447,low,lowest,Russia,0.004929983102073238
615,76.0,58.0,75.0,58.0,75.0,59.0,76.0,59.0,76.0,58.0,81.41045276523805,lowest,low,Russia,0.007455782194654996
616,77.0,58.0,76.0,58.0,76.0,59.0,77.0,59.0,77.0,58.0,81.2254875706182,lowest,low,Russia,0.007581652220584524
617,78.0,58.0,77.0,58.0,77.0,59.0,78.0,59.0,78.0,58.0,81.27683135744141,lowest,low,Russia,0.0076334728022778055
618,79.0,58.0,78.0,58.0,78.0,59.0,79.0,59.0,79.0,58.0,81.53345700729035,lowest,low,Russia,0.007507815149218445
619,80.0,58.0,79.0,58.0,79.0,59.0,80.0,59.0,80.0,58.0,82.98178671311973,lowest,low,Russia,0.007378868634804061
620,81.0,58.0,80.0,58.0,80.0,59.0,81.0,59.0,81.0,58.0,83.61808741199951,lowest,low,Russia,0.00732098219925886
621,82.0,58.0,81.0,58.0,81.0,59.0,82.0,59.0,82.0,58.0,82.66907801525471,low,lowest,Russia,0.007219706514339642
622,83.0,58.0,82.0,58.0,82.0,59.0,83.0,59.0,83.0,58.0,82.51609400789766,low,lowest,Russia,0.007396757761697388
623,84.0,58.0,83.0,58.0,83.0,59.0,84.0,59.0,84.0,58.0,82.38698617327755,low,low,Russia,0.00796758179053418
624,85.0,58.0,84.0,58.0,84.0,59.0,85.0,59.0,85.0,58.0,82.43341522795001,lowest,low,Russia,0.007635124631680389
625,86.0,58.0,85.0,58.0,85.0,59.0,86.0,59.0,86.0,58.0,82.93025978894597,lowest,low,Russia,0.007901168412191503
626,87.0,58.0,86.0,58.0,86.0,59.0,87.0,59.0,87.0,58.0,83.25310151452419,lowest,low,Russia,0.0080396920999789
627,88.0,58.0,87.0,58.0,87.0,59.0,88.0,59.0,88.0,58.0,83.20843342358386,lowest,low,Russia,0.007915347421755408
628,89.0,58.0,88.0,58.0,88.0,59.0,89.0,59.0,89.0,58.0,83.69717516404737,lowest,low,Russia,0.007552534239114558
629,90.0,58.0,89.0,58.0,89.0,59.0,90.0,59.0,90.0,58.0,83.77331270211724,lowest,lowest,Russia,0.006507404779443025
630,91.0,58.0,90.0,58.0,90.0,59.0,91.0,59.0,91.0,58.0,83.26520994986117,lowest,low,Russia,0.008998711564822551
631,92.0,58.0,91.0,58.0,91.0,59.0,92.0,59.0,92.0,58.0,85.7368719968319,low,low,Russia,0.010574902654232386
632,93.0,58.0,92.0,58.0,92.0,59.0,93.0,59.0,93.0,58.0,89.10219812163412,low,low,Russia,0.0082887838254527
633,94.0,58.0,93.0,58.0,93.0,59.0,94.0,59.0,94.0,58.0,87.08784775312304,low,low,Russia,0.008258301510940827
634,95.0,58.0,94.0,58.0,94.0,59.0,95.0,59.0,95.0,58.0,87.9208488715255,low,low,Russia,0.007859005757797199
635,96.0,58.0,95.0,58.0,95.0,59.0,96.0,59.0,96.0,58.0,89.37262615332226,low,lowest,Russia,0.007213011458450976
636,97.0,58.0,96.0,58.0,96.0,59.0,97.0,59.0,97.0,58.0,87.50034628533963,low,lowest,Russia,0.006607387268830622
637,98.0,58.0,97.0,58.0,97.0,59.0,98.0,59.0,98.0,58.0,85.03745814805961,low,lowest,Russia,0.006135031548340337
638,99.0,58.0,98.0,58.0,98.0,59.0,99.0,59.0,99.0,58.0,86.42059546495744,low,lowest,Russia,0.005822583112968016
639,100.0,58.0,99.0,58.0,99.0,59.0,100.0,59.0,100.0,58.0,86.00169142322859,lowest,lowest,Russia,0.0056936704732276034
640,101.0,58.0,100.0,58.0,100.0,59.0,101.0,59.0,101.0,58.0,86.00978122217141,lowest,lowest,Russia,0.005705924590065188
641,102.0,58.0,101.0,58.0,101.0,59.0,102.0,59.0,102.0,58.0,83.2292034206541,lowest,lowest,Russia,0.005728669951354908
642,103.0,58.0,102.0,58.0,102.0,59.0,103.0,59.0,103.0,58.0,88.25609940624636,lowest,lowest,Russia,0.005767281159204993
643,104.0,58.0,103.0,58.0,103.0,59.0,104.0,59.0,104.0,58.0,83.26687470723387,lowest,lowest,Russia,0.006169501196994303
644,105.0,58.0,104.0,58.0,104.0,59.0,105.0,59.0,105.0,58.0,86.4633989132801,lowest,lowest,Russia,0.0009620216281216839
645,106.0,58.0,105.0,58.0,105.0,59.0,106.0,59.0,106.0,58.0,97.45230782977099,,lowest,Russia,0.00031659971341819294
647,108.0,58.0,107.0,58.0,107.0,59.0,108.0,59.0,108.0,58.0,99.59996286487876,lowest,lowest,Russia,0.0002820550724181055
648,109.0,58.0,108.0,58.0,108.0,59.0,109.0,59.0,109.0,58.0,86.02685974562057,lowest,lowest,Russia,0.00355943386531083
649,110.0,58.0,109.0,58.0,109.0,59.0,110.0,59.0,110.0,58.0,88.92429116219502,lowest,lowest,Russia,0.006157227076709295
650,111.0,58.0,110.0,58.0,110.0,59.0,111.0,59.0,111.0,58.0,86.4409671987835,lowest,lowest,Russia,0.006324078059212012
651,112.0,58.0,111.0,58.0,111.0,59.0,112.0,59.0,112.0,58.0,85.82597025669891,lowest,lowest,Russia,0.006610625525279849
652,113.0,58.0,112.0,58.0,112.0,59.0,113.0,59.0,113.0,58.0,93.84373868033805,lowest,low,Russia,0.007294083989274996
653,114.0,58.0,113.0,58.0,113.0,59.0,114.0,59.0,114.0,58.0,93.74408234602669,lowest,lowest,Russia,0.006095324932303941
654,115.0,58.0,114.0,58.0,114.0,59.0,115.0,59.0,115.0,58.0,88.43543966164464,lowest,lowest,Russia,0.00319903913331098
655,116.0,58.0,115.0,58.0,115.0,59.0,116.0,59.0,116.0,58.0,85.72576305649007,,low,Russia,0.007502892101647292
656,117.0,58.0,116.0,58.0,116.0,59.0,117.0,59.0,117.0,58.0,90.77320880692612,,lowest,Russia,0.006961057144247965
657,118.0,58.0,117.0,58.0,117.0,59.0,118.0,59.0,118.0,58.0,90.73488115458403,lowest,lowest,Russia,0.006427715449333297
658,119.0,58.0,118.0,58.0,118.0,59.0,119.0,59.0,119.0,58.0,92.51584842137659,lowest,lowest,Russia,0.005696644332800986
659,120.0,58.0,119.0,58.0,119.0,59.0,120.0,59.0,120.0,58.0,89.24480973323608,lowest,lowest,Russia,0.0059400138059321475
660,121.0,58.0,120.0,58.0,120.0,59.0,121.0,59.0,121.0,58.0,87.7501590368684,,low,Russia,0.007340496809677535
661,122.0,58.0,121.0,58.0,121.0,59.0,122.0,59.0,122.0,58.0,89.87691320980498,,lowest,Russia,0.006736193643982776
662,123.0,58.0,122.0,58.0,122.0,59.0,123.0,59.0,123.0,58.0,86.15605869282034,lowest,lowest,Russia,0.00543592519038423
663,124.0,58.0,123.0,58.0,123.0,59.0,124.0,59.0,124.0,58.0,90.19422204315198,lowest,lowest,Russia,0.006073354530838879
664,125.0,58.0,124.0,58.0,124.0,59.0,125.0,59.0,125.0,58.0,89.63821649705923,lowest,low,Russia,0.007151746999748001
665,126.0,58.0,125.0,58.0,125.0,59.0,126.0,59.0,126.0,58.0,85.77542408800205,lowest,low,Russia,0.0082345214556587
666,127.0,58.0,126.0,58.0,126.0,59.0,127.0,59.0,127.0,58.0,90.83988659691742,lowest,lowest,Russia,0.006933715997242095
667,128.0,58.0,127.0,58.0,127.0,59.0,128.0,59.0,128.0,58.0,91.95541777838244,lowest,lowest,Russia,0.006203311910317136
668,129.0,58.0,128.0,58.0,128.0,59.0,129.0,59.0,129.0,58.0,90.74289331301159,lowest,lowest,Russia,0.0058089225147368515
669,130.0,58.0,129.0,58.0,129.0,59.0,130.0,59.0,130.0,58.0,89.9582513307807,lowest,lowest,Russia,0.005705778634553849
670,131.0,58.0,130.0,58.0,130.0,59.0,131.0,59.0,131.0,58.0,90.74691311853029,lowest,lowest,Russia,0.005713615166386689
671,132.0,58.0,131.0,58.0,131.0,59.0,132.0,59.0,132.0,58.0,88.89844156186466,lowest,lowest,Russia,0.0057944511760384875
672,133.0,58.0,132.0,58.0,132.0,59.0,133.0,59.0,133.0,58.0,85.944790789964,lowest,low,Russia,0.007131638328052712
673,134.0,58.0,133.0,58.0,133.0,59.0,134.0,59.0,134.0,58.0,91.97286730953049,,lowest,Russia,0.00582577632819572
674,135.0,58.0,134.0,58.0,134.0,59.0,135.0,59.0,135.0,58.0,92.01818030383858,,lowest,Russia,0.005737016094001848
675,136.0,58.0,135.0,58.0,135.0,59.0,136.0,59.0,136.0,58.0,89.34175027839063,,lowest,Russia,0.005607096256164771
676,137.0,58.0,136.0,58.0,136.0,59.0,137.0,59.0,137.0,58.0,88.38067604590147,,lowest,Russia,0.003236041194331761
677,138.0,58.0,137.0,58.0,137.0,59.0,138.0,59.0,138.0,58.0,88.91748694797597,,lowest,Russia,0.006864659056389134
678,139.0,58.0,138.0,58.0,138.0,59.0,139.0,59.0,139.0,58.0,86.17330872609747,,low,Russia,0.008814144083778976
679,140.0,58.0,139.0,58.0,139.0,59.0,140.0,59.0,140.0,58.0,83.18775695771383,,low,Russia,0.010240758928518426
680,141.0,58.0,140.0,58.0,140.0,59.0,141.0,59.0,141.0,58.0,89.00750022463033,,lowest,Russia,0.00654789855454706
681,142.0,58.0,141.0,58.0,141.0,59.0,142.0,59.0,142.0,58.0,90.76180342492464,,lowest,Russia,0.0021716035911756833
683,159.0,58.0,158.0,58.0,158.0,59.0,159.0,59.0,159.0,58.0,90.28745304378657,,lowest,Russia,0.0010042376942887641
684,160.0,58.0,159.0,58.0,159.0,59.0,160.0,59.0,160.0,58.0,90.22167722960789,,lowest,Russia,0.0043364322312378694
685,161.0,58.0,160.0,58.0,160.0,59.0,161.0,59.0,161.0,58.0,89.88337583478494,,low,Russia,0.008735981967838457
686,162.0,58.0,161.0,58.0,161.0,59.0,162.0,59.0,162.0,58.0,89.52168270294311,,low,Russia,0.00755463604254487
687,163.0,58.0,162.0,58.0,162.0,59.0,163.0,59.0,163.0,58.0,90.35640757475724,,lowest,Russia,0.0015909849273609907
688,164.0,58.0,163.0,58.0,163.0,59.0,164.0,59.0,164.0,58.0,90.27814380381753,,lowest,Russia,4.200024872185475e-05
689,165.0,58.0,164.0,58.0,164.0,59.0,165.0,59.0,165.0,58.0,90.12914500878333,,lowest,Russia,0.0002462491592530546
690,-134.0,57.0,-135.0,57.0,-135.0,58.0,-134.0,58.0,-134.0,57.0,90.34902385230147,lowest,lowest,United States,0.0005283587000466405
691,-133.0,57.0,-134.0,57.0,-134.0,58.0,-133.0,58.0,-133.0,57.0,87.96302042901607,,lowest,United States,0.0008657909329805867
692,-132.0,57.0,-133.0,57.0,-133.0,58.0,-132.0,58.0,-132.0,57.0,87.81702777925744,,lowest,Canada,0.005492644455261332
693,-131.0,57.0,-132.0,57.0,-132.0,58.0,-131.0,58.0,-131.0,57.0,88.8533029589725,lowest,low,Canada,0.008187313773670362
694,-130.0,57.0,-131.0,57.0,-131.0,58.0,-130.0,58.0,-130.0,57.0,85.5929638689615,lowest,lowest,Canada,0.005837364789680311
695,-129.0,57.0,-130.0,57.0,-130.0,58.0,-129.0,58.0,-129.0,57.0,87.03907747179568,,lowest,Canada,0.005632863544025161
696,-128.0,57.0,-129.0,57.0,-129.0,58.0,-128.0,58.0,-128.0,57.0,86.85847695536005,,low,Canada,0.007943236892065011
697,-127.0,57.0,-128.0,57.0,-128.0,58.0,-127.0,58.0,-127.0,57.0,88.28015179890835,,low,Canada,0.008785223143842544
698,-126.0,57.0,-127.0,57.0,-127.0,58.0,-126.0,58.0,-126.0,57.0,90.82565621031536,lowest,lowest,Canada,0.0058841618704374545
699,-125.0,57.0,-126.0,57.0,-126.0,58.0,-125.0,58.0,-125.0,57.0,87.71261455526592,,lowest,Canada,0.0043515926363908615
700,-124.0,57.0,-125.0,57.0,-125.0,58.0,-124.0,58.0,-124.0,57.0,92.7699861694649,,lowest,Canada,0.00041162137889410753
701,-123.0,57.0,-124.0,57.0,-124.0,58.0,-123.0,58.0,-123.0,57.0,95.41686611109566,,lowest,Canada,0.00017451162343798344
702,-122.0,57.0,-123.0,57.0,-123.0,58.0,-122.0,58.0,-122.0,57.0,85.00599196998647,lowest,lowest,Canada,0.0011312075832923799
703,-121.0,57.0,-122.0,57.0,-122.0,58.0,-121.0,58.0,-121.0,57.0,85.96220921414918,lowest,lowest,Canada,0.001154824874215414
704,-120.0,57.0,-121.0,57.0,-121.0,58.0,-120.0,58.0,-120.0,57.0,93.61972462296241,lowest,lowest,Canada,0.00043922298043740245
705,-119.0,57.0,-120.0,57.0,-120.0,58.0,-119.0,58.0,-119.0,57.0,99.95510891840266,,lowest,Canada,0.00027627981116299933
706,-118.0,57.0,-119.0,57.0,-119.0,58.0,-118.0,58.0,-118.0,57.0,80.7959167009352,lowest,lowest,Canada,0.0026955726148419432
