,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,pop,PN,country,PNpop_c_norm
4186,15.0,41.0,14.0,41.0,14.0,42.0,15.0,42.0,15.0,41.0,89.2486737918172,highest,highest,Italy,0.1350886185909274
4187,16.0,41.0,15.0,41.0,15.0,42.0,16.0,42.0,16.0,41.0,86.08925509401435,highest,highest,Italy,0.12902155713947874
4188,17.0,41.0,16.0,41.0,16.0,42.0,17.0,42.0,17.0,41.0,88.3682661166904,medium,medium,Italy,0.017087264407557725
4189,18.0,41.0,17.0,41.0,17.0,42.0,18.0,42.0,18.0,41.0,93.74298377051575,lowest,lowest,Italy,0.00022682445532557055
4190,20.0,41.0,19.0,41.0,19.0,42.0,20.0,42.0,20.0,41.0,84.77312959773691,high,high,Albania,0.046176783540111885
4191,21.0,41.0,20.0,41.0,20.0,42.0,21.0,42.0,21.0,41.0,84.90029897976709,highest,high,Albania,0.05895322554643286
4192,22.0,41.0,21.0,41.0,21.0,42.0,22.0,42.0,22.0,41.0,81.72276459014168,highest,highest,The former Yugoslav Republic of Macedonia,0.11069079166681674
4193,23.0,41.0,22.0,41.0,22.0,42.0,23.0,42.0,23.0,41.0,79.39942214179277,highest,highest,The former Yugoslav Republic of Macedonia,0.07354257768516384
4194,24.0,41.0,23.0,41.0,23.0,42.0,24.0,42.0,24.0,41.0,77.26942877382584,highest,high,Bulgaria,0.04959515592791922
4195,25.0,41.0,24.0,41.0,24.0,42.0,25.0,42.0,25.0,41.0,84.9543053057554,high,high,Bulgaria,0.04589251868492598
4196,26.0,41.0,25.0,41.0,25.0,42.0,26.0,42.0,26.0,41.0,87.10712212247557,high,highest,Bulgaria,0.06151216393790863
4197,27.0,41.0,26.0,41.0,26.0,42.0,27.0,42.0,27.0,41.0,76.6085065504611,highest,highest,Turkey,0.1287598442016497
4198,28.0,41.0,27.0,41.0,27.0,42.0,28.0,42.0,28.0,41.0,51.164059967665665,high,highest,Turkey,0.11778887350031511
4199,29.0,41.0,28.0,41.0,28.0,42.0,29.0,42.0,29.0,41.0,81.15806218149774,low,medium,Turkey,0.01664279764894665
4200,30.0,41.0,29.0,41.0,29.0,42.0,30.0,42.0,30.0,41.0,88.61286899312809,lowest,lowest,Turkey,0.002630149099063808
4201,31.0,41.0,30.0,41.0,30.0,42.0,31.0,42.0,31.0,41.0,90.90448368240253,lowest,medium,Turkey,0.01775683904094637
4202,32.0,41.0,31.0,41.0,31.0,42.0,32.0,42.0,32.0,41.0,91.00643175350031,low,lowest,Turkey,0.005496300509287211
4203,33.0,41.0,32.0,41.0,32.0,42.0,33.0,42.0,33.0,41.0,85.9589788528138,high,medium,Turkey,0.020643690552265826
4204,34.0,41.0,33.0,41.0,33.0,42.0,34.0,42.0,34.0,41.0,84.45082867291609,high,medium,Turkey,0.03153963615451445
4205,35.0,41.0,34.0,41.0,34.0,42.0,35.0,42.0,35.0,41.0,84.58648866751939,high,high,Turkey,0.0358537466866682
4206,36.0,41.0,35.0,41.0,35.0,42.0,36.0,42.0,36.0,41.0,86.34225126477926,medium,high,Turkey,0.0421904931542677
4207,37.0,41.0,36.0,41.0,36.0,42.0,37.0,42.0,37.0,41.0,81.14776622522268,lowest,low,Turkey,0.011201631023313183
4208,38.0,41.0,37.0,41.0,37.0,42.0,38.0,42.0,38.0,41.0,91.88923116058733,lowest,lowest,Turkey,0.0006160696973630563
4209,39.0,41.0,38.0,41.0,38.0,42.0,39.0,42.0,39.0,41.0,98.87687012370523,lowest,lowest,Turkey,0.000273036290268537
4210,40.0,41.0,39.0,41.0,39.0,42.0,40.0,42.0,40.0,41.0,97.53175462697679,lowest,lowest,Turkey,0.0001804644302298819
4211,41.0,41.0,40.0,41.0,40.0,42.0,41.0,42.0,41.0,41.0,86.63515217074426,lowest,lowest,Turkey,0.0005447393278082712
4212,42.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,41.0,88.00896358491468,high,low,Turkey,0.01767689894982541
4213,43.0,41.0,42.0,41.0,42.0,42.0,43.0,42.0,43.0,41.0,69.86226332160808,highest,high,Turkey,0.04728024046043285
4214,44.0,41.0,43.0,41.0,43.0,42.0,44.0,42.0,44.0,41.0,72.27734694604482,high,high,Georgia,0.037080532360605385
4215,45.0,41.0,44.0,41.0,44.0,42.0,45.0,42.0,45.0,41.0,70.24487338235178,highest,medium,Georgia,0.04144418330392528
4216,46.0,41.0,45.0,41.0,45.0,42.0,46.0,42.0,46.0,41.0,55.436049579016064,highest,medium,Georgia,0.04439866610551591
4217,47.0,41.0,46.0,41.0,46.0,42.0,47.0,42.0,47.0,41.0,62.12168301853023,highest,medium,Azerbaijan,0.04143077198667743
4218,48.0,41.0,47.0,41.0,47.0,42.0,48.0,42.0,48.0,41.0,78.38879897343989,highest,medium,Russia,0.0381898060585762
4219,49.0,41.0,48.0,41.0,48.0,42.0,49.0,42.0,49.0,41.0,76.23038939767552,highest,low,Azerbaijan,0.03346143872444938
4220,50.0,41.0,49.0,41.0,49.0,42.0,50.0,42.0,50.0,41.0,70.63901521490148,low,lowest,Azerbaijan,0.0018522015484977341
4221,53.0,41.0,52.0,41.0,52.0,42.0,53.0,42.0,53.0,41.0,60.92903927604145,low,lowest,Turkmenistan,0.003756298193007075
4222,54.0,41.0,53.0,41.0,53.0,42.0,54.0,42.0,54.0,41.0,58.1136279964418,lowest,lowest,Turkmenistan,0.0008150762114393631
4223,55.0,41.0,54.0,41.0,54.0,42.0,55.0,42.0,55.0,41.0,52.740135648388055,medium,high,Turkmenistan,0.025431120433292393
4224,56.0,41.0,55.0,41.0,55.0,42.0,56.0,42.0,56.0,41.0,60.00027862970923,medium,medium,Kazakhstan,0.02284240082085249
4225,57.0,41.0,56.0,41.0,56.0,42.0,57.0,42.0,57.0,41.0,60.382017785414114,high,high,Uzbekistan,0.03334340794441474
4226,58.0,41.0,57.0,41.0,57.0,42.0,58.0,42.0,58.0,41.0,42.9227253940588,high,medium,Turkmenistan,0.022597334285961425
4227,59.0,41.0,58.0,41.0,58.0,42.0,59.0,42.0,59.0,41.0,63.162593669013745,high,high,Turkmenistan,0.035411223935939956
4228,60.0,41.0,59.0,41.0,59.0,42.0,60.0,42.0,60.0,41.0,48.46266642638235,high,high,Turkmenistan,0.03026066078746804
4229,61.0,41.0,60.0,41.0,60.0,42.0,61.0,42.0,61.0,41.0,55.93149443162019,highest,medium,Uzbekistan,0.07409299231595319
4230,62.0,41.0,61.0,41.0,61.0,42.0,62.0,42.0,62.0,41.0,44.10355465319202,highest,medium,Uzbekistan,0.03840102075314863
4231,63.0,41.0,62.0,41.0,62.0,42.0,63.0,42.0,63.0,41.0,62.060101708828896,high,high,Uzbekistan,0.03944997827693985
4232,64.0,41.0,63.0,41.0,63.0,42.0,64.0,42.0,64.0,41.0,63.35059788475389,medium,high,Uzbekistan,0.033797199658518615
4233,65.0,41.0,64.0,41.0,64.0,42.0,65.0,42.0,65.0,41.0,62.55089212817169,medium,high,Uzbekistan,0.035853995121920924
4234,66.0,41.0,65.0,41.0,65.0,42.0,66.0,42.0,66.0,41.0,60.95585149072531,medium,high,Uzbekistan,0.035393257880442425
4235,67.0,41.0,66.0,41.0,66.0,42.0,67.0,42.0,67.0,41.0,59.19252657803226,medium,high,Uzbekistan,0.03177708202819417
4236,68.0,41.0,67.0,41.0,67.0,42.0,68.0,42.0,68.0,41.0,39.79465419985947,medium,high,Kazakhstan,0.03860054846434993
4237,69.0,41.0,68.0,41.0,68.0,42.0,69.0,42.0,69.0,41.0,40.282772388126006,medium,high,Kazakhstan,0.044448291758158565
4238,70.0,41.0,69.0,41.0,69.0,42.0,70.0,42.0,70.0,41.0,53.990211238209326,highest,highest,Uzbekistan,0.06237102189322781
4239,71.0,41.0,70.0,41.0,70.0,42.0,71.0,42.0,71.0,41.0,71.92126018489998,highest,highest,Uzbekistan,0.09611822213072431
4240,72.0,41.0,71.0,41.0,71.0,42.0,72.0,42.0,72.0,41.0,67.32239227414748,high,highest,Kyrgyzstan,0.08021235627201455
4241,73.0,41.0,72.0,41.0,72.0,42.0,73.0,42.0,73.0,41.0,67.5417273052494,highest,highest,Kyrgyzstan,0.06963247116695073
4242,74.0,41.0,73.0,41.0,73.0,42.0,74.0,42.0,74.0,41.0,66.0547460705714,high,highest,Kyrgyzstan,0.07436143219638484
4243,75.0,41.0,74.0,41.0,74.0,42.0,75.0,42.0,75.0,41.0,76.27448823679572,high,highest,Kyrgyzstan,0.06480603467790638
4244,76.0,41.0,75.0,41.0,75.0,42.0,76.0,42.0,76.0,41.0,72.89051591619545,medium,highest,Kyrgyzstan,0.05694265364404326
4245,77.0,41.0,76.0,41.0,76.0,42.0,77.0,42.0,77.0,41.0,71.29029162627269,high,high,Kyrgyzstan,0.04368169461183279
4246,78.0,41.0,77.0,41.0,77.0,42.0,78.0,42.0,78.0,41.0,66.07446927976784,medium,high,Kyrgyzstan,0.036220707677751825
4247,79.0,41.0,78.0,41.0,78.0,42.0,79.0,42.0,79.0,41.0,66.45412378587766,medium,highest,Kyrgyzstan,0.06628183116448678
4248,80.0,41.0,79.0,41.0,79.0,42.0,80.0,42.0,80.0,41.0,64.67235139877064,high,highest,China,0.10109772089361349
4249,81.0,41.0,80.0,41.0,80.0,42.0,81.0,42.0,81.0,41.0,62.145400174432595,high,highest,China,0.08777018099890384
4250,82.0,41.0,81.0,41.0,81.0,42.0,82.0,42.0,82.0,41.0,51.23893246481298,high,highest,China,0.08751210655152905
4251,83.0,41.0,82.0,41.0,82.0,42.0,83.0,42.0,83.0,41.0,40.18883496956635,highest,highest,China,0.10192508336815836
4252,84.0,41.0,83.0,41.0,83.0,42.0,84.0,42.0,84.0,41.0,33.56786935130435,high,high,China,0.0388140436080846
4253,85.0,41.0,84.0,41.0,84.0,42.0,85.0,42.0,85.0,41.0,33.437287685645366,high,high,China,0.028546015653255926
4254,86.0,41.0,85.0,41.0,85.0,42.0,86.0,42.0,86.0,41.0,37.941857688750034,medium,high,China,0.02727533242062901
4255,87.0,41.0,86.0,41.0,86.0,42.0,87.0,42.0,87.0,41.0,38.613613910632274,high,high,China,0.05421928923125427
4256,88.0,41.0,87.0,41.0,87.0,42.0,88.0,42.0,88.0,41.0,48.37664783649611,low,low,China,0.008231470156052216
4257,89.0,41.0,88.0,41.0,88.0,42.0,89.0,42.0,89.0,41.0,51.553374973398505,lowest,low,China,0.01266612872703209
4258,90.0,41.0,89.0,41.0,89.0,42.0,90.0,42.0,90.0,41.0,57.79179330204624,low,low,China,0.00910216269706325
4259,91.0,41.0,90.0,41.0,90.0,42.0,91.0,42.0,91.0,41.0,54.97402778840791,,lowest,China,0.0057895185198817
4260,92.0,41.0,91.0,41.0,91.0,42.0,92.0,42.0,92.0,41.0,55.59423160069253,,lowest,China,0.005912606692494098
4261,93.0,41.0,92.0,41.0,92.0,42.0,93.0,42.0,93.0,41.0,66.33473137154698,,low,China,0.011178778525183779
4262,94.0,41.0,93.0,41.0,93.0,42.0,94.0,42.0,94.0,41.0,63.11141018172404,lowest,low,China,0.008996922871910687
4263,95.0,41.0,94.0,41.0,94.0,42.0,95.0,42.0,95.0,41.0,49.18377615429488,low,low,China,0.012115769291335822
4264,96.0,41.0,95.0,41.0,95.0,42.0,96.0,42.0,96.0,41.0,42.04769882874976,low,medium,China,0.014451703665779933
4265,97.0,41.0,96.0,41.0,96.0,42.0,97.0,42.0,97.0,41.0,40.66469682098967,lowest,medium,China,0.015454796137019468
4266,98.0,41.0,97.0,41.0,97.0,42.0,98.0,42.0,98.0,41.0,50.77759933436593,lowest,medium,China,0.013728235236680805
4267,99.0,41.0,98.0,41.0,98.0,42.0,99.0,42.0,99.0,41.0,62.901571359016415,lowest,low,China,0.012052199146254688
4268,100.0,41.0,99.0,41.0,99.0,42.0,100.0,42.0,100.0,41.0,77.89060905103472,lowest,low,China,0.010785010620062627
4269,101.0,41.0,100.0,41.0,100.0,42.0,101.0,42.0,101.0,41.0,72.72560384761871,lowest,low,China,0.007680651516735501
4270,102.0,41.0,101.0,41.0,101.0,42.0,102.0,42.0,102.0,41.0,57.73561170169032,lowest,low,China,0.009433096384963622
4271,103.0,41.0,102.0,41.0,102.0,42.0,103.0,42.0,103.0,41.0,67.60717040541124,low,low,China,0.011955829108013096
4272,104.0,41.0,103.0,41.0,103.0,42.0,104.0,42.0,104.0,41.0,62.60788471975617,lowest,low,China,0.010974250866742334
4273,105.0,41.0,104.0,41.0,104.0,42.0,105.0,42.0,105.0,41.0,39.463218800372516,lowest,low,China,0.009322376263855946
4274,106.0,41.0,105.0,41.0,105.0,42.0,106.0,42.0,106.0,41.0,47.18106307530441,low,medium,China,0.015267814745269122
4275,107.0,41.0,106.0,41.0,106.0,42.0,107.0,42.0,107.0,41.0,46.045210675776886,medium,high,China,0.03433159265191722
4276,108.0,41.0,107.0,41.0,107.0,42.0,108.0,42.0,108.0,41.0,50.3384020527908,high,high,China,0.03770569978723127
4277,109.0,41.0,108.0,41.0,108.0,42.0,109.0,42.0,109.0,41.0,54.150402158038105,high,high,China,0.04190321005513973
4278,110.0,41.0,109.0,41.0,109.0,42.0,110.0,42.0,110.0,41.0,44.16678157109991,high,high,China,0.04503725004846637
4279,111.0,41.0,110.0,41.0,110.0,42.0,111.0,42.0,111.0,41.0,41.496855959847395,high,highest,China,0.17902138299354056
4280,112.0,41.0,111.0,41.0,111.0,42.0,112.0,42.0,112.0,41.0,40.27934261472939,high,highest,China,0.22292682471223343
4281,113.0,41.0,112.0,41.0,112.0,42.0,113.0,42.0,113.0,41.0,58.02536499353225,high,high,China,0.04362654606546006
4282,114.0,41.0,113.0,41.0,113.0,42.0,114.0,42.0,114.0,41.0,66.39172019970094,highest,high,China,0.0524003899186184
4283,115.0,41.0,114.0,41.0,114.0,42.0,115.0,42.0,115.0,41.0,64.138834015372,highest,medium,China,0.053145888542928336
4284,116.0,41.0,115.0,41.0,115.0,42.0,116.0,42.0,116.0,41.0,57.50613221933659,highest,high,China,0.04180509169119066
4285,117.0,41.0,116.0,41.0,116.0,42.0,117.0,42.0,117.0,41.0,72.84994235713987,highest,high,China,0.043343513182160856
4286,118.0,41.0,117.0,41.0,117.0,42.0,118.0,42.0,118.0,41.0,63.020315898985714,highest,high,China,0.07030175793140912
4287,119.0,41.0,118.0,41.0,118.0,42.0,119.0,42.0,119.0,41.0,47.81895872481603,highest,highest,China,0.10422822300355632
4288,120.0,41.0,119.0,41.0,119.0,42.0,120.0,42.0,120.0,41.0,53.642269985087054,highest,highest,China,0.14219098342897687
4289,121.0,41.0,120.0,41.0,120.0,42.0,121.0,42.0,121.0,41.0,80.33437924234492,highest,highest,China,0.12145548112404703
4290,122.0,41.0,121.0,41.0,121.0,42.0,122.0,42.0,122.0,41.0,71.25723451167067,highest,highest,China,0.28042119725031583
4291,123.0,41.0,122.0,41.0,122.0,42.0,123.0,42.0,123.0,41.0,73.10729548392911,highest,highest,China,0.5175276381132663
4292,124.0,41.0,123.0,41.0,123.0,42.0,124.0,42.0,124.0,41.0,60.59246408250154,highest,highest,China,0.25312286350374663
4293,125.0,41.0,124.0,41.0,124.0,42.0,125.0,42.0,125.0,41.0,75.78633978919981,highest,highest,China,0.21837114967502017
4294,126.0,41.0,125.0,41.0,125.0,42.0,126.0,42.0,126.0,41.0,64.17137915638827,highest,highest,China,0.4211824206494749
4295,127.0,41.0,126.0,41.0,126.0,42.0,127.0,42.0,127.0,41.0,71.5408885333256,highest,highest,China,0.2652256881454882
4296,128.0,41.0,127.0,41.0,127.0,42.0,128.0,42.0,128.0,41.0,74.07235124793571,highest,highest,China,0.11476004970131894
4297,129.0,41.0,128.0,41.0,128.0,42.0,129.0,42.0,129.0,41.0,47.45096653588645,highest,highest,"Korea, Democratic People's Republic of",0.23766873765752633
4298,130.0,41.0,129.0,41.0,129.0,42.0,130.0,42.0,130.0,41.0,70.5352914768538,highest,high,"Korea, Democratic People's Republic of",0.05951471986540189
4301,141.0,41.0,140.0,41.0,140.0,42.0,141.0,42.0,141.0,41.0,81.45274008298657,medium,lowest,Japan,0.005391692654986181
4304,-124.0,40.0,-125.0,40.0,-125.0,41.0,-124.0,41.0,-124.0,40.0,90.85380726309853,low,lowest,United States,0.004349133402960908
4305,-123.0,40.0,-124.0,40.0,-124.0,41.0,-123.0,41.0,-123.0,40.0,89.65323984245921,low,high,United States,0.02453258322183102
4306,-122.0,40.0,-123.0,40.0,-123.0,41.0,-122.0,41.0,-122.0,40.0,76.17694047143438,medium,highest,United States,0.07722690589570025
4307,-121.0,40.0,-122.0,40.0,-122.0,41.0,-121.0,41.0,-121.0,40.0,89.6019035533188,low,high,United States,0.028942009478436597
4308,-120.0,40.0,-121.0,40.0,-121.0,41.0,-120.0,41.0,-120.0,40.0,80.07728368728078,low,medium,United States,0.016444547859632973
4309,-119.0,40.0,-120.0,40.0,-120.0,41.0,-119.0,41.0,-119.0,40.0,69.19479116973304,lowest,low,United States,0.012324813028127754
4310,-118.0,40.0,-119.0,40.0,-119.0,41.0,-118.0,41.0,-118.0,40.0,67.71284926410468,low,medium,United States,0.015995261039724942
4311,-117.0,40.0,-118.0,40.0,-118.0,41.0,-117.0,41.0,-117.0,40.0,72.63215399155997,low,high,United States,0.02240639403868279
4312,-116.0,40.0,-117.0,40.0,-117.0,41.0,-116.0,41.0,-116.0,40.0,66.20681679528803,low,high,United States,0.027518613086000496
4313,-115.0,40.0,-116.0,40.0,-116.0,41.0,-115.0,41.0,-115.0,40.0,70.98321608839743,low,high,United States,0.03336597209078488
4314,-114.0,40.0,-115.0,40.0,-115.0,41.0,-114.0,41.0,-114.0,40.0,58.544485142312574,lowest,low,United States,0.012327170726049665
4315,-113.0,40.0,-114.0,40.0,-114.0,41.0,-113.0,41.0,-113.0,40.0,42.300412012297436,lowest,low,United States,0.007319131742674729
4316,-112.0,40.0,-113.0,40.0,-113.0,41.0,-112.0,41.0,-112.0,40.0,58.64479402331795,medium,medium,United States,0.02191122766544382
4317,-111.0,40.0,-112.0,40.0,-112.0,41.0,-111.0,41.0,-111.0,40.0,68.12086752465044,medium,highest,United States,0.05182208659960755
4318,-110.0,40.0,-111.0,40.0,-111.0,41.0,-110.0,41.0,-110.0,40.0,76.72869614511515,low,high,United States,0.0256584558919282
4319,-109.0,40.0,-110.0,40.0,-110.0,41.0,-109.0,41.0,-109.0,40.0,71.15545223858398,low,medium,United States,0.01961039518745462
4320,-108.0,40.0,-109.0,40.0,-109.0,41.0,-108.0,41.0,-108.0,40.0,70.41972765638906,low,medium,United States,0.01720816523949899
4321,-107.0,40.0,-108.0,40.0,-108.0,41.0,-107.0,41.0,-107.0,40.0,78.91742389176945,low,high,United States,0.03228909594910267
4322,-106.0,40.0,-107.0,40.0,-107.0,41.0,-106.0,41.0,-106.0,40.0,74.09389894284715,low,high,United States,0.03293759477715191
4323,-105.0,40.0,-106.0,40.0,-106.0,41.0,-105.0,41.0,-105.0,40.0,62.86939123307541,low,high,United States,0.0345344008068469
4324,-104.0,40.0,-105.0,40.0,-105.0,41.0,-104.0,41.0,-104.0,40.0,52.74485215288441,low,highest,United States,0.047164363970421064
4325,-103.0,40.0,-104.0,40.0,-104.0,41.0,-103.0,41.0,-103.0,40.0,49.71414911541777,low,highest,United States,0.07145219050437397
4326,-102.0,40.0,-103.0,40.0,-103.0,41.0,-102.0,41.0,-102.0,40.0,48.95595727135173,low,highest,United States,0.06587756710269964
4327,-101.0,40.0,-102.0,40.0,-102.0,41.0,-101.0,41.0,-101.0,40.0,57.43895405679766,low,high,United States,0.041122153227798164
4328,-100.0,40.0,-101.0,40.0,-101.0,41.0,-100.0,41.0,-100.0,40.0,50.666858366556866,low,highest,United States,0.07493378763754459
4329,-99.0,40.0,-100.0,40.0,-100.0,41.0,-99.0,41.0,-99.0,40.0,50.70117282846456,low,highest,United States,0.0975980873462758
4330,-98.0,40.0,-99.0,40.0,-99.0,41.0,-98.0,41.0,-98.0,40.0,50.85829469849783,medium,highest,United States,0.18221464316092612
4331,-97.0,40.0,-98.0,40.0,-98.0,41.0,-97.0,41.0,-97.0,40.0,41.352964348973394,medium,highest,United States,0.2606785299750803
4332,-96.0,40.0,-97.0,40.0,-97.0,41.0,-96.0,41.0,-96.0,40.0,57.89790838086078,medium,highest,United States,0.2668009353186533
4333,-95.0,40.0,-96.0,40.0,-96.0,41.0,-95.0,41.0,-95.0,40.0,64.08153537122108,medium,highest,United States,0.29864578916327394
4334,-94.0,40.0,-95.0,40.0,-95.0,41.0,-94.0,41.0,-94.0,40.0,62.33779519793403,medium,highest,United States,0.2809958266959089
4335,-93.0,40.0,-94.0,40.0,-94.0,41.0,-93.0,41.0,-93.0,40.0,66.51832433926907,medium,highest,United States,0.13937476949622488
4336,-92.0,40.0,-93.0,40.0,-93.0,41.0,-92.0,41.0,-92.0,40.0,63.01180532711614,medium,highest,United States,0.17272608265964345
4337,-91.0,40.0,-92.0,40.0,-92.0,41.0,-91.0,41.0,-91.0,40.0,60.83474359557588,medium,highest,United States,0.214952806555303
4338,-90.0,40.0,-91.0,40.0,-91.0,41.0,-90.0,41.0,-90.0,40.0,60.03523047928708,medium,highest,United States,0.2722556815716481
4339,-89.0,40.0,-90.0,40.0,-90.0,41.0,-89.0,41.0,-89.0,40.0,60.8970615376912,medium,highest,United States,0.331639277932339
4340,-88.0,40.0,-89.0,40.0,-89.0,41.0,-88.0,41.0,-88.0,40.0,65.12749918891235,high,highest,United States,0.3004793247269504
4341,-87.0,40.0,-88.0,40.0,-88.0,41.0,-87.0,41.0,-87.0,40.0,62.38816164409771,medium,highest,United States,0.37149664869520926
4342,-86.0,40.0,-87.0,40.0,-87.0,41.0,-86.0,41.0,-86.0,40.0,56.68256930480783,high,highest,United States,0.4166228409783092
4343,-85.0,40.0,-86.0,40.0,-86.0,41.0,-85.0,41.0,-85.0,40.0,76.53910406079594,high,highest,United States,0.6016885384290521
4344,-84.0,40.0,-85.0,40.0,-85.0,41.0,-84.0,41.0,-84.0,40.0,69.69821098962716,high,highest,United States,0.6198761220428466
4345,-83.0,40.0,-84.0,40.0,-84.0,41.0,-83.0,41.0,-83.0,40.0,79.06136934409955,high,highest,United States,0.559208102854438
4346,-82.0,40.0,-83.0,40.0,-83.0,41.0,-82.0,41.0,-82.0,40.0,78.70200657693357,high,highest,United States,0.3320676534512954
4347,-81.0,40.0,-82.0,40.0,-82.0,41.0,-81.0,41.0,-81.0,40.0,85.51005502168637,high,highest,United States,0.32909254962302986
4348,-80.0,40.0,-81.0,40.0,-81.0,41.0,-80.0,41.0,-80.0,40.0,81.43506282513465,high,highest,United States,0.2567590402614897
4349,-79.0,40.0,-80.0,40.0,-80.0,41.0,-79.0,41.0,-79.0,40.0,74.753014428453,high,highest,United States,0.09022024224581841
4350,-78.0,40.0,-79.0,40.0,-79.0,41.0,-78.0,41.0,-78.0,40.0,80.86929525067865,high,highest,United States,0.1011860976165636
4351,-77.0,40.0,-78.0,40.0,-78.0,41.0,-77.0,41.0,-77.0,40.0,78.03173653220024,highest,highest,United States,0.13468597223598097
4352,-76.0,40.0,-77.0,40.0,-77.0,41.0,-76.0,41.0,-76.0,40.0,78.81932126383082,highest,highest,United States,0.1572088138761524
4353,-75.0,40.0,-76.0,40.0,-76.0,41.0,-75.0,41.0,-75.0,40.0,84.07959841111132,high,highest,United States,0.08594500696697323
4354,-74.0,40.0,-75.0,40.0,-75.0,41.0,-74.0,41.0,-74.0,40.0,87.3485863624834,medium,high,United States,0.035277458905205346
4355,-73.0,40.0,-74.0,40.0,-74.0,41.0,-73.0,41.0,-73.0,40.0,95.00272247216671,lowest,lowest,United States,0.000687077299328446
4357,-8.0,40.0,-9.0,40.0,-9.0,41.0,-8.0,41.0,-8.0,40.0,90.46889114617566,highest,medium,Portugal,0.04172325334205598
4358,-7.0,40.0,-8.0,40.0,-8.0,41.0,-7.0,41.0,-7.0,40.0,85.9703826981479,highest,high,Portugal,0.06106651863872731
4359,-6.0,40.0,-7.0,40.0,-7.0,41.0,-6.0,41.0,-6.0,40.0,83.75464228215718,high,high,Spain,0.030665597089905107
4360,-5.0,40.0,-6.0,40.0,-6.0,41.0,-5.0,41.0,-5.0,40.0,82.49063199282193,high,high,Spain,0.04642210571988097
4361,-4.0,40.0,-5.0,40.0,-5.0,41.0,-4.0,41.0,-4.0,40.0,82.95100719113205,highest,high,Spain,0.05308271850231378
4362,-3.0,40.0,-4.0,40.0,-4.0,41.0,-3.0,41.0,-3.0,40.0,85.05813477080038,high,highest,Spain,0.05808120647320722
4363,-2.0,40.0,-3.0,40.0,-3.0,41.0,-2.0,41.0,-2.0,40.0,83.30175741643106,medium,highest,Spain,0.06123972082664123
4364,-1.0,40.0,-2.0,40.0,-2.0,41.0,-1.0,41.0,-1.0,40.0,84.175837532192,high,highest,Spain,0.052385205928417757
4365,0.0,40.0,-1.0,40.0,-1.0,41.0,0.0,41.0,0.0,40.0,84.87228311110732,medium,high,Spain,0.035936377732610915
4366,1.0,40.0,0.0,40.0,0.0,41.0,1.0,41.0,1.0,40.0,87.49314633862375,high,high,Spain,0.028661082455165843
4367,9.0,40.0,8.0,40.0,8.0,41.0,9.0,41.0,9.0,40.0,87.01375861048423,high,high,Italy,0.050675404075987154
4368,10.0,40.0,9.0,40.0,9.0,41.0,10.0,41.0,10.0,40.0,89.11443905766822,high,high,Italy,0.04357889693440348
4369,14.0,40.0,13.0,40.0,13.0,41.0,14.0,41.0,14.0,40.0,94.71310303504181,lowest,lowest,Italy,1.7773941399732088e-05
4370,15.0,40.0,14.0,40.0,14.0,41.0,15.0,41.0,15.0,40.0,89.10936373424587,medium,lowest,Italy,0.00863443620684943
4371,16.0,40.0,15.0,40.0,15.0,41.0,16.0,41.0,16.0,40.0,89.79164103280465,highest,highest,Italy,0.08254536561824401
4372,17.0,40.0,16.0,40.0,16.0,41.0,17.0,41.0,17.0,40.0,87.8114474183619,highest,highest,Italy,0.1029591124343249
4373,18.0,40.0,17.0,40.0,17.0,41.0,18.0,41.0,18.0,40.0,87.8329656569966,high,medium,Italy,0.028455767804100297
4374,19.0,40.0,18.0,40.0,18.0,41.0,19.0,41.0,19.0,40.0,82.55073763349343,low,low,Italy,0.0121177420735964
4375,20.0,40.0,19.0,40.0,19.0,41.0,20.0,41.0,20.0,40.0,82.32580128201396,medium,highest,Albania,0.07714534431135875
4376,21.0,40.0,20.0,40.0,20.0,41.0,21.0,41.0,21.0,40.0,86.1816622785874,highest,highest,Albania,0.07216989312078115
4377,22.0,40.0,21.0,40.0,21.0,41.0,22.0,41.0,22.0,40.0,87.99675809744802,high,highest,Greece,0.07307829711930554
4378,23.0,40.0,22.0,40.0,22.0,41.0,23.0,41.0,23.0,40.0,77.70832682329392,highest,highest,Greece,0.07220523900254357
4379,24.0,40.0,23.0,40.0,23.0,41.0,24.0,41.0,24.0,40.0,68.72317181808758,high,high,Greece,0.0304243208178231
4380,25.0,40.0,24.0,40.0,24.0,41.0,25.0,41.0,25.0,40.0,75.65163135956448,low,lowest,Greece,0.007401323112147296
4381,26.0,40.0,25.0,40.0,25.0,41.0,26.0,41.0,26.0,40.0,90.21425545008718,low,lowest,Greece,0.0033231963473935467
4382,27.0,40.0,26.0,40.0,26.0,41.0,27.0,41.0,27.0,40.0,75.42063850070461,high,highest,Turkey,0.05754132364439716
4383,28.0,40.0,27.0,40.0,27.0,41.0,28.0,41.0,28.0,40.0,66.50619426910389,high,highest,Turkey,0.05229730333540393
4384,29.0,40.0,28.0,40.0,28.0,41.0,29.0,41.0,29.0,40.0,66.48719328695945,low,high,Turkey,0.03415051088896472
4385,30.0,40.0,29.0,40.0,29.0,41.0,30.0,41.0,30.0,40.0,85.82501494539551,medium,high,Turkey,0.039136140424604275
