FIPS,County_Surface,ACRES_2016,2016
30005,#DIV/0!,44.840,29,11
30007,#DIV/0!,6.036,48,95
30009,#DIV/0!,5.472,26,42
30011,#DIV/0!,8.049,23,54
30013,#DIV/0!,40.381,34,78
30015,#DIV/0!,92.151,35,96
30017,#DIV/0!,935,23,64
30019,#DIV/0!,117.172,28,16
30021,#DIV/0!,38.376,31,81
30023,#DIV/0!,0,.
30025,#DIV/0!,11.713,25,92
30027,#DIV/0!,21.053,24,24
30029,#DIV/0!,177,37,72
30031,#DIV/0!,1.417,35,06
30033,#DIV/0!,20.446,25,50
30035,#DIV/0!,40.415,26,20
30037,#DIV/0!,30.887,27,72
30039,#DIV/0!,0,.
30041,#DIV/0!,94.706,30,79
30043,#DIV/0!,3.111,36,07
30045,#DIV/0!,7.013,29,08
30047,#DIV/0!,121,53,52
30049,#DIV/0!,1.378,55,81
30051,#DIV/0!,40.327,30,61
30053,#DIV/0!,0,.
30055,#DIV/0!,69.576,29,40
30057,#DIV/0!,3.203,51,00
30059,#DIV/0!,560,25,76
30061,#DIV/0!,0,.
30063,#DIV/0!,7,57,00
30065,#DIV/0!,22.523,26,70
30067,#DIV/0!,6.748,30,26
30069,#DIV/0!,4.846,22,66
30071,#DIV/0!,67.658,27,85
30073,#DIV/0!,37.785,33,18
30075,#DIV/0!,420,20,67
30077,#DIV/0!,60,62,15
30079,#DIV/0!,17.750,30,43
30081,#DIV/0!,125,61,31
30083,#DIV/0!,61.724,28,54
30085,#DIV/0!,66.038,29,55
30087,#DIV/0!,27.008,25,83
30089,#DIV/0!,343,49,60
30091,#DIV/0!,44.070,29,48
30093,#DIV/0!,0,.
30095,#DIV/0!,28.980,25,47
30097,#DIV/0!,899,25,79
30099,#DIV/0!,72.936,31,97
30101,#DIV/0!,96.958,27,63
30103,#DIV/0!,0,.
30105,#DIV/0!,71.726,26,87
30107,#DIV/0!,27.738,27,83
30109,#DIV/0!,4.876,26,21
30111,#DIV/0!,35.212,27,61
30113,#DIV/0!,0,.
31001,#DIV/0!,858,81,27
31003,#DIV/0!,11.435,110,21
31005,#DIV/0!,0,.
31007,#DIV/0!,37.460,36,55
31009,#DIV/0!,218,62,80
31011,#DIV/0!,6.729,112,40
31013,#DIV/0!,19.196,40,76
31015,#DIV/0!,1.559,68,73
31017,#DIV/0!,1.533,37,14
31019,#DIV/0!,3.279,74,46
31021,#DIV/0!,8.371,158,61
31023,#DIV/0!,9.867,116,09
31025,#DIV/0!,3.061,153,53
31027,#DIV/0!,10.389,180,46
31029,#DIV/0!,19.402,64,85
31031,#DIV/0!,769,34,88
31033,#DIV/0!,58.576,36,96
31035,#DIV/0!,1.036,102,76
31037,#DIV/0!,3.452,185,39
31039,#DIV/0!,4.865,185,53
31041,#DIV/0!,4.053,63,82
31043,#DIV/0!,4.710,213,62
31045,#DIV/0!,4.665,40,50
31047,#DIV/0!,2.375,94,71
31049,#DIV/0!,12.626,37,94
31051,#DIV/0!,12.698,182,90
31053,#DIV/0!,3.116,170,22
31055,#DIV/0!,716,197,91
31057,#DIV/0!,14.030,67,91
31059,#DIV/0!,765,93,52
31061,#DIV/0!,7.228,87,51
31063,#DIV/0!,5.548,96,55
31065,#DIV/0!,13.626,71,36
31067,#DIV/0!,24.181,97,01
31069,#DIV/0!,8.340,42,23
31071,#DIV/0!,1.335,51,87
31073,#DIV/0!,2.725,87,64
31075,#DIV/0!,0,.
31077,#DIV/0!,3.249,94,29
31079,#DIV/0!,244,92,62
31081,#DIV/0!,610,99,46
31083,#DIV/0!,3.942,85,93
31085,#DIV/0!,20.732,51,07
31087,#DIV/0!,14.272,65,33
31089,#DIV/0!,10.727,58,01
31091,#DIV/0!,55,44,52
31093,#DIV/0!,3.467,89,86
31095,#DIV/0!,9.524,100,05
31097,#DIV/0!,13.418,111,70
31099,#DIV/0!,266,85,58
31101,#DIV/0!,9.748,42,37
31103,#DIV/0!,430,48,18
31105,#DIV/0!,80.840,28,26
31107,#DIV/0!,16.102,136,97
31109,#DIV/0!,12.718,107,77
31111,#DIV/0!,6.411,75,41
31113,#DIV/0!,328,46,78
31115,#DIV/0!,448,51,60
31117,#DIV/0!,444,36,41
31119,#DIV/0!,8.382,149,61
31121,#DIV/0!,1.136,109,71
31123,#DIV/0!,29.176,45,63
31125,#DIV/0!,6.560,85,72
31127,#DIV/0!,7.140,146,89
31129,#DIV/0!,1.919,87,31
31131,#DIV/0!,8.131,125,71
31133,#DIV/0!,11.231,90,65
31135,#DIV/0!,14.551,38,01
31137,#DIV/0!,89,86,76
31139,#DIV/0!,5.934,153,82
31141,#DIV/0!,3.958,131,39
31143,#DIV/0!,432,103,97
31145,#DIV/0!,7.602,97,80
31147,#DIV/0!,18.435,152,45
31149,#DIV/0!,3.697,34,43
31151,#DIV/0!,7.399,103,10
31153,#DIV/0!,985,176,10
31155,#DIV/0!,11.816,121,27
31157,#DIV/0!,19.725,46,50
31159,#DIV/0!,11.380,117,06
31161,#DIV/0!,17.594,39,30
31163,#DIV/0!,4.323,73,06
31165,#DIV/0!,3.534,48,04
31167,#DIV/0!,10.337,157,41
31169,#DIV/0!,3.508,82,85
31171,#DIV/0!,28,32,06
31173,#DIV/0!,10.080,167,10
31175,#DIV/0!,1.134,74,50
31177,#DIV/0!,2.789,137,41
31179,#DIV/0!,1.752,158,55
31181,#DIV/0!,7.422,92,61
31183,#DIV/0!,6.853,66,21
31185,#DIV/0!,179,126,81
32001,#DIV/0!,0,.
32003,#DIV/0!,0,.
32005,#DIV/0!,0,.
32007,#DIV/0!,0,.
32009,#DIV/0!,0,.
32011,#DIV/0!,146,10,16
32013,#DIV/0!,0,.
32015,#DIV/0!,0,.
32017,#DIV/0!,0,.
32019,#DIV/0!,0,.
32021,#DIV/0!,0,.
32023,#DIV/0!,0,.
32027,#DIV/0!,0,.
32029,#DIV/0!,0,.
32031,#DIV/0!,0,.
32033,#DIV/0!,0,.
32510,#DIV/0!,0,.
33001,#DIV/0!,4,63,00
33003,#DIV/0!,1,36,00
33005,#DIV/0!,0,.
33007,#DIV/0!,0,.
33009,#DIV/0!,8,77,00
33011,#DIV/0!,0,.
33013,#DIV/0!,0,.
33015,#DIV/0!,0,.
33017,#DIV/0!,0,.
33019,#DIV/0!,0,.
34001,#DIV/0!,37,83,72
34003,#DIV/0!,0,.
34005,#DIV/0!,5,154,67
34007,#DIV/0!,0,.
34009,#DIV/0!,0,.
34011,#DIV/0!,347,103,90
34013,#DIV/0!,0,.
34015,#DIV/0!,51,145,53
34017,#DIV/0!,0,.
34019,#DIV/0!,447,40,25
34021,#DIV/0!,77,70,53
34023,#DIV/0!,3,60,96
34025,#DIV/0!,1,64,40
34027,#DIV/0!,25,50,53
34029,#DIV/0!,0,.
34031,#DIV/0!,0,.
34033,#DIV/0!,768,112,18
34035,#DIV/0!,123,54,11
34037,#DIV/0!,14,92,04
34039,#DIV/0!,0,.
34041,#DIV/0!,162,75,29
35001,#DIV/0!,0,.
35003,#DIV/0!,0,.
35005,#DIV/0!,0,.
35006,#DIV/0!,697,30,88
35007,#DIV/0!,188,46,00
35009,#DIV/0!,143.023,40,46
35011,#DIV/0!,1.151,18,90
35013,#DIV/0!,0,.
35015,#DIV/0!,0,.
35017,#DIV/0!,0,.
35019,#DIV/0!,0,.
35021,#DIV/0!,14.030,24,53
35023,#DIV/0!,0,.
35025,#DIV/0!,20.318,43,84
35027,#DIV/0!,0,.
35028,#DIV/0!,0,.
35029,#DIV/0!,0,.
35031,#DIV/0!,307,27,40
35033,#DIV/0!,0,.
35035,#DIV/0!,0,.
35037,#DIV/0!,86.589,36,84
35039,#DIV/0!,262,42,60
35041,#DIV/0!,140.182,34,70
35043,#DIV/0!,0,.
35045,#DIV/0!,0,.
35047,#DIV/0!,714,38,03
35049,#DIV/0!,525,30,88
35051,#DIV/0!,0,.
35053,#DIV/0!,0,.
35055,#DIV/0!,80,34,25
35057,#DIV/0!,6.479,30,00
35059,#DIV/0!,20.977,40,28
35061,#DIV/0!,0,.
36001,#DIV/0!,140,68,70
36003,#DIV/0!,1.446,43,96
36005,#DIV/0!,0,.
36007,#DIV/0!,1.804,83,51
36009,#DIV/0!,1.509,52,41
36011,#DIV/0!,1.223,54,66
36013,#DIV/0!,677,53,68
36015,#DIV/0!,573,46,71
36017,#DIV/0!,4.402,87,49
36019,#DIV/0!,19,41,69
36021,#DIV/0!,211,81,96
36023,#DIV/0!,2.367,78,01
36025,#DIV/0!,2.494,110,84
36027,#DIV/0!,19,91,79
36029,#DIV/0!,458,44,52
36031,#DIV/0!,174,49,52
36033,#DIV/0!,199,48,45
36035,#DIV/0!,31,45,56
36037,#DIV/0!,677,59,36
36039,#DIV/0!,244,102,35
36041,#DIV/0!,0,.
36043,#DIV/0!,1.086,49,35
36045,#DIV/0!,1.558,46,95
36047,#DIV/0!,0,.
36049,#DIV/0!,66,72,93
36051,#DIV/0!,1.920,65,78
36053,#DIV/0!,929,67,92
36055,#DIV/0!,294,55,56
36057,#DIV/0!,105,71,54
36059,#DIV/0!,0,.
36061,#DIV/0!,0,.
36063,#DIV/0!,191,40,12
36065,#DIV/0!,1.254,56,40
36067,#DIV/0!,786,71,23
36069,#DIV/0!,1.435,59,58
36071,#DIV/0!,1.463,416,10
36073,#DIV/0!,639,51,56
36075,#DIV/0!,70,50,71
36077,#DIV/0!,320,45,71
36079,#DIV/0!,0,.
36081,#DIV/0!,0,.
36083,#DIV/0!,124,97,19
36085,#DIV/0!,0,.
36087,#DIV/0!,0,.
36089,#DIV/0!,1.030,55,78
36091,#DIV/0!,47,105,96
36093,#DIV/0!,0,.
36095,#DIV/0!,253,72,70
36097,#DIV/0!,67,50,20
36099,#DIV/0!,75,46,87
36101,#DIV/0!,2.887,54,73
36103,#DIV/0!,0,.
36105,#DIV/0!,35,99,95
36107,#DIV/0!,1.085,47,71
36109,#DIV/0!,451,72,15
36111,#DIV/0!,5,128,20
36113,#DIV/0!,0,.
36115,#DIV/0!,202,51,77
36117,#DIV/0!,415,55,41
36119,#DIV/0!,0,.
36121,#DIV/0!,661,57,47
36123,#DIV/0!,555,82,71
37001,#DIV/0!,83,36,31
37003,#DIV/0!,80,48,91
37005,#DIV/0!,0,.
37007,#DIV/0!,4.598,53,14
37009,#DIV/0!,0,.
37011,#DIV/0!,0,.
37013,#DIV/0!,1.950,107,97
37015,#DIV/0!,980,90,36
37017,#DIV/0!,1.633,59,07
37019,#DIV/0!,31,88,43
37021,#DIV/0!,63,78,91
37023,#DIV/0!,71,80,07
37025,#DIV/0!,299,37,44
37027,#DIV/0!,7,65,98
37029,#DIV/0!,5,76,07
37031,#DIV/0!,52,107,51
37033,#DIV/0!,703,40,59
37035,#DIV/0!,404,36,23
37037,#DIV/0!,545,38,03
37039,#DIV/0!,11,146,00
37041,#DIV/0!,353,111,18
37043,#DIV/0!,2,47,40
37045,#DIV/0!,2.820,33,51
37047,#DIV/0!,2.048,62,70
37049,#DIV/0!,1.569,98,62
37051,#DIV/0!,901,59,50
37053,#DIV/0!,16,64,47
37055,#DIV/0!,1.414,108,75
37057,#DIV/0!,467,38,06
37059,#DIV/0!,226,41,07
37061,#DIV/0!,788,69,52
37063,#DIV/0!,204,41,97
37065,#DIV/0!,3.573,86,07
37067,#DIV/0!,53,49,46
37069,#DIV/0!,2.085,50,52
37071,#DIV/0!,320,30,48
37073,#DIV/0!,1.507,123,47
37075,#DIV/0!,0,.
37077,#DIV/0!,1.906,48,91
37079,#DIV/0!,836,93,30
37081,#DIV/0!,96,41,69
37083,#DIV/0!,4.283,97,01
37085,#DIV/0!,1.350,61,29
37087,#DIV/0!,8,57,00
37089,#DIV/0!,35,116,33
37091,#DIV/0!,1.738,107,08
37093,#DIV/0!,1.611,66,70
37095,#DIV/0!,2.918,119,55
37097,#DIV/0!,741,41,40
37099,#DIV/0!,0,.
37101,#DIV/0!,2.465,66,55
37103,#DIV/0!,293,85,13
37105,#DIV/0!,80,41,14
37107,#DIV/0!,1.213,102,86
37109,#DIV/0!,1.000,31,22
37111,#DIV/0!,19,74,63
37113,#DIV/0!,16,69,08
37115,#DIV/0!,39,63,41
37117,#DIV/0!,2.911,102,15
37119,#DIV/0!,0,.
37121,#DIV/0!,0,.
37123,#DIV/0!,148,35,52
37125,#DIV/0!,503,44,30
37127,#DIV/0!,786,77,46
37129,#DIV/0!,0,.
37131,#DIV/0!,1.989,89,63
37133,#DIV/0!,328,51,87
37135,#DIV/0!,182,46,39
37137,#DIV/0!,286,120,21
37139,#DIV/0!,32,85,77
37141,#DIV/0!,424,67,84
37143,#DIV/0!,118,91,78
37145,#DIV/0!,122,42,74
37147,#DIV/0!,662,97,01
37149,#DIV/0!,107,65,54
37151,#DIV/0!,464,42,58
37153,#DIV/0!,618,36,40
37155,#DIV/0!,3.038,52,13
37157,#DIV/0!,332,42,09
37159,#DIV/0!,427,45,31
37161,#DIV/0!,547,55,43
37163,#DIV/0!,1.292,66,69
37165,#DIV/0!,1.168,51,70
37167,#DIV/0!,2.001,56,30
37169,#DIV/0!,40,41,04
37171,#DIV/0!,225,67,23
37173,#DIV/0!,0,.
37175,#DIV/0!,41,72,96
37177,#DIV/0!,412,116,28
37179,#DIV/0!,722,55,19
37181,#DIV/0!,941,50,60
37183,#DIV/0!,287,65,69
37185,#DIV/0!,789,41,55
37187,#DIV/0!,1.433,92,27
37189,#DIV/0!,5,48,40
37191,#DIV/0!,569,87,25
37193,#DIV/0!,84,60,08
37195,#DIV/0!,735,87,02
37197,#DIV/0!,430,47,96
37199,#DIV/0!,0,.
38001,#DIV/0!,41.700,28,63
38003,#DIV/0!,44.569,66,59
38005,#DIV/0!,28.010,38,16
38007,#DIV/0!,4.229,28,04
38009,#DIV/0!,49.981,35,35
38011,#DIV/0!,36.545,28,62
38013,#DIV/0!,39.121,32,26
38015,#DIV/0!,26.633,32,39
38017,#DIV/0!,19.850,86,91
38019,#DIV/0!,20.373,48,28
38021,#DIV/0!,34.335,86,65
38023,#DIV/0!,55.496,28,93
38025,#DIV/0!,8.706,28,53
38027,#DIV/0!,30.125,38,74
38029,#DIV/0!,18.197,42,08
38031,#DIV/0!,8.979,46,95
38033,#DIV/0!,22.830,26,17
38035,#DIV/0!,73.563,54,49
38037,#DIV/0!,27.829,29,05
38039,#DIV/0!,37.886,48,47
38041,#DIV/0!,70.054,34,00
38043,#DIV/0!,43.914,29,73
38045,#DIV/0!,27.278,72,99
38047,#DIV/0!,11.927,38,03
38049,#DIV/0!,61.142,37,56
38051,#DIV/0!,6.733,34,61
38053,#DIV/0!,7.322,25,01
38055,#DIV/0!,42.301,43,62
38057,#DIV/0!,3.326,36,03
38059,#DIV/0!,8.161,31,99
38061,#DIV/0!,31.760,35,03
38063,#DIV/0!,63.680,43,45
38065,#DIV/0!,706,29,39
38067,#DIV/0!,12.598,60,08
38069,#DIV/0!,31.793,39,10
38071,#DIV/0!,36.771,41,98
38073,#DIV/0!,43.361,85,86
38075,#DIV/0!,7.679,41,06
38077,#DIV/0!,32.161,110,23
38079,#DIV/0!,29.227,33,74
38081,#DIV/0!,40.936,94,80
38083,#DIV/0!,15.914,33,47
38085,#DIV/0!,2.170,31,66
38087,#DIV/0!,14.267,32,76
38089,#DIV/0!,32.889,34,03
38091,#DIV/0!,16.182,67,15
38093,#DIV/0!,58.018,52,81
38095,#DIV/0!,40.912,40,74
38097,#DIV/0!,12.242,74,30
38099,#DIV/0!,55.239,58,12
38101,#DIV/0!,19.191,38,32
38103,#DIV/0!,18.495,39,22
38105,#DIV/0!,11.784,27,40
39001,#DIV/0!,2.656,102,72
39003,#DIV/0!,4.665,169,91
39005,#DIV/0!,2.428,75,08
39007,#DIV/0!,488,48,98
39009,#DIV/0!,869,80,93
39011,#DIV/0!,5.187,172,22
39013,#DIV/0!,0,.
39015,#DIV/0!,1.431,95,92
39017,#DIV/0!,687,93,88
39019,#DIV/0!,668,46,32
39021,#DIV/0!,3.352,152,72
39023,#DIV/0!,1.134,148,08
39025,#DIV/0!,130,106,19
39027,#DIV/0!,1.554,127,79
39029,#DIV/0!,197,53,29
39031,#DIV/0!,3.414,74,34
39033,#DIV/0!,3.512,166,71
39035,#DIV/0!,0,.
39037,#DIV/0!,4.566,153,00
39039,#DIV/0!,12.422,139,19
39041,#DIV/0!,1.237,136,95
39043,#DIV/0!,934,137,45
39045,#DIV/0!,4.032,125,32
39047,#DIV/0!,6.821,220,01
39049,#DIV/0!,333,158,91
39051,#DIV/0!,3.828,200,51
39053,#DIV/0!,516,77,54
39055,#DIV/0!,40,50,59
39057,#DIV/0!,1.185,149,77
39059,#DIV/0!,49,53,00
39061,#DIV/0!,82,102,22
39063,#DIV/0!,3.686,155,01
39065,#DIV/0!,7.491,138,78
39067,#DIV/0!,235,51,89
39069,#DIV/0!,2.850,194,19
39071,#DIV/0!,13.860,128,84
39073,#DIV/0!,420,104,34
39075,#DIV/0!,882,84,00
39077,#DIV/0!,3.291,119,41
39079,#DIV/0!,964,86,80
39081,#DIV/0!,270,44,99
39083,#DIV/0!,2.335,85,67
39085,#DIV/0!,0,.
39087,#DIV/0!,467,104,59
39089,#DIV/0!,741,85,05
39091,#DIV/0!,4.856,120,58
39093,#DIV/0!,1.359,91,28
39095,#DIV/0!,671,177,23
39097,#DIV/0!,5.969,215,38
39099,#DIV/0!,44,71,90
39101,#DIV/0!,11.402,178,39
39103,#DIV/0!,268,78,43
39105,#DIV/0!,281,56,14
39107,#DIV/0!,4.745,192,22
39109,#DIV/0!,1.759,137,09
39111,#DIV/0!,0,.
39113,#DIV/0!,739,149,44
39115,#DIV/0!,285,56,23
39117,#DIV/0!,2.398,132,97
39119,#DIV/0!,396,72,40
39121,#DIV/0!,0,.
39123,#DIV/0!,3.627,163,29
39125,#DIV/0!,5.626,149,28
39127,#DIV/0!,829,77,95
39129,#DIV/0!,13.115,183,98
39131,#DIV/0!,3.559,147,57
39133,#DIV/0!,162,50,91
39135,#DIV/0!,2.968,136,26
39137,#DIV/0!,3.929,171,27
39139,#DIV/0!,3.409,85,26
39141,#DIV/0!,25.518,195,90
39143,#DIV/0!,3.498,152,65
39145,#DIV/0!,2.979,149,96
39147,#DIV/0!,6.059,151,72
39149,#DIV/0!,4.793,136,60
39151,#DIV/0!,203,71,98
39153,#DIV/0!,12,52,80
39155,#DIV/0!,324,59,07
39157,#DIV/0!,321,95,41
39159,#DIV/0!,8.363,173,40
39161,#DIV/0!,2.254,184,80
39163,#DIV/0!,818,87,33
39165,#DIV/0!,322,97,22
39167,#DIV/0!,634,55,81
39169,#DIV/0!,341,94,53
39171,#DIV/0!,12.271,115,27
39173,#DIV/0!,7.620,168,67
39175,#DIV/0!,8.750,165,38
40001,#DIV/0!,328,62,78
40003,#DIV/0!,5.452,45,48
40005,#DIV/0!,0,.
40007,#DIV/0!,112.127,34,69
40009,#DIV/0!,22.206,33,08
40011,#DIV/0!,3.292,35,93
40013,#DIV/0!,1.929,44,21
40015,#DIV/0!,3.509,37,95
40017,#DIV/0!,573,34,31
40019,#DIV/0!,0,.
40021,#DIV/0!,190,63,07
40023,#DIV/0!,8,46,97
40025,#DIV/0!,114.949,33,01
40027,#DIV/0!,0,.
40029,#DIV/0!,0,.
40031,#DIV/0!,567,33,24
40033,#DIV/0!,1.183,29,43
40035,#DIV/0!,323,50,15
40037,#DIV/0!,0,.
40039,#DIV/0!,2.636,40,29
40041,#DIV/0!,146,63,31
40043,#DIV/0!,15.612,42,55
40045,#DIV/0!,50.457,32,02
40047,#DIV/0!,4.203,40,90
40049,#DIV/0!,0,.
40051,#DIV/0!,1.046,43,15
40053,#DIV/0!,27.438,40,99
40055,#DIV/0!,11.007,35,13
40057,#DIV/0!,23.372,27,93
40059,#DIV/0!,51.418,34,47
40061,#DIV/0!,0,.
40063,#DIV/0!,6,46,09
40065,#DIV/0!,6.174,33,78
40067,#DIV/0!,393,34,67
40069,#DIV/0!,0,.
40071,#DIV/0!,6.527,42,79
40073,#DIV/0!,2.208,35,56
40075,#DIV/0!,7.352,36,08
40077,#DIV/0!,0,.
40079,#DIV/0!,0,.
40081,#DIV/0!,373,40,68
40083,#DIV/0!,1.474,40,89
40085,#DIV/0!,0,.
40087,#DIV/0!,0,.
40089,#DIV/0!,1.060,47,00
40091,#DIV/0!,0,.
40093,#DIV/0!,11.159,36,22
40095,#DIV/0!,187,26,10
40097,#DIV/0!,0,.
40099,#DIV/0!,0,.
40101,#DIV/0!,15,35,46
40103,#DIV/0!,709,44,45
40105,#DIV/0!,10,32,50
40107,#DIV/0!,0,.
40109,#DIV/0!,0,.
40111,#DIV/0!,8,42,60
40113,#DIV/0!,86,46,43
40115,#DIV/0!,416,37,76
40117,#DIV/0!,0,.
40119,#DIV/0!,121,51,58
40121,#DIV/0!,0,.
40123,#DIV/0!,0,.
40125,#DIV/0!,62,29,35
40127,#DIV/0!,0,.
40129,#DIV/0!,11.292,30,43
40131,#DIV/0!,0,.
40133,#DIV/0!,92,28,00
40135,#DIV/0!,0,.
40137,#DIV/0!,187,30,33
40139,#DIV/0!,174.106,32,47
40141,#DIV/0!,3.314,35,79
40143,#DIV/0!,0,.
40145,#DIV/0!,49,56,84
40147,#DIV/0!,0,.
40149,#DIV/0!,3.683,36,07
40151,#DIV/0!,17.993,44,11
40153,#DIV/0!,14.223,32,32
41001,#DIV/0!,5.029,73,46
41003,#DIV/0!,931,122,81
41005,#DIV/0!,97,111,03
41007,#DIV/0!,23,113,10
41009,#DIV/0!,345,116,31
41011,#DIV/0!,176,102,93
41013,#DIV/0!,781,97,48
41015,#DIV/0!,825,107,62
41017,#DIV/0!,298,68,52
41019,#DIV/0!,1.248,99,84
41021,#DIV/0!,71.798,59,30
41023,#DIV/0!,2.217,73,32
41025,#DIV/0!,2.144,62,72
41027,#DIV/0!,0,.
41029,#DIV/0!,275,72,86
41031,#DIV/0!,4.338,51,76
41033,#DIV/0!,2,87,00
41035,#DIV/0!,1.729,137,31
41037,#DIV/0!,106,55,60
41039,#DIV/0!,226,123,34
41041,#DIV/0!,198,110,53
41043,#DIV/0!,918,122,36
41045,#DIV/0!,352,66,32
41047,#DIV/0!,154,159,44
41049,#DIV/0!,110.913,57,28
41051,#DIV/0!,13,105,42
41053,#DIV/0!,554,150,86
41055,#DIV/0!,78.800,52,06
41057,#DIV/0!,0,.
41059,#DIV/0!,143.994,64,47
41061,#DIV/0!,8.507,67,48
41063,#DIV/0!,19.469,58,82
41065,#DIV/0!,59.352,57,01
41067,#DIV/0!,471,154,23
41069,#DIV/0!,6.146,51,25
41071,#DIV/0!,951,103,50
42001,#DIV/0!,1.387,121,00
42003,#DIV/0!,91,123,22
42005,#DIV/0!,2.009,96,38
42007,#DIV/0!,717,107,22
42009,#DIV/0!,3.925,106,52
42011,#DIV/0!,3.393,166,09
42013,#DIV/0!,1.542,172,53
42015,#DIV/0!,17.564,101,94
42017,#DIV/0!,26,45,57
42019,#DIV/0!,2.321,86,06
42021,#DIV/0!,3.062,117,85
42023,#DIV/0!,18,93,20
42025,#DIV/0!,596,125,23
42027,#DIV/0!,2.146,157,45
42029,#DIV/0!,1.108,181,01
42031,#DIV/0!,2.515,88,54
42033,#DIV/0!,1.161,87,59
42035,#DIV/0!,622,141,46
42037,#DIV/0!,6.973,94,12
42039,#DIV/0!,1.965,104,84
42041,#DIV/0!,2.178,132,85
42043,#DIV/0!,765,105,16
42045,#DIV/0!,0,.
42047,#DIV/0!,18,62,26
42049,#DIV/0!,3.313,138,56
42051,#DIV/0!,2.024,114,12
42053,#DIV/0!,32,67,54
42055,#DIV/0!,3.041,145,40
42057,#DIV/0!,2.544,83,64
42059,#DIV/0!,365,100,55
42061,#DIV/0!,3.573,168,98
42063,#DIV/0!,3.213,101,70
42065,#DIV/0!,1.365,76,01
42067,#DIV/0!,1.684,140,25
42069,#DIV/0!,648,97,32
42071,#DIV/0!,2.274,323,84
42073,#DIV/0!,753,109,02
42075,#DIV/0!,775,203,91
42077,#DIV/0!,14,56,05
42079,#DIV/0!,2.623,133,31
42081,#DIV/0!,9.810,130,26
42083,#DIV/0!,1.395,115,45
42085,#DIV/0!,1.144,100,04
42087,#DIV/0!,1.776,158,22
42089,#DIV/0!,1,44,66
42091,#DIV/0!,381,47,05
42093,#DIV/0!,3.406,94,97
42095,#DIV/0!,35,44,71
42097,#DIV/0!,4.265,138,68
42099,#DIV/0!,2.312,99,43
42101,#DIV/0!,0,.
42103,#DIV/0!,0,.
42105,#DIV/0!,5.661,121,29
42107,#DIV/0!,3.300,105,38
42109,#DIV/0!,1.518,115,78
42111,#DIV/0!,4.759,68,93
42113,#DIV/0!,877,89,33
42115,#DIV/0!,4.649,90,27
42117,#DIV/0!,11.856,96,49
42119,#DIV/0!,1.106,136,67
42121,#DIV/0!,1.438,94,12
42123,#DIV/0!,1.089,100,83
42125,#DIV/0!,2.619,116,54
42127,#DIV/0!,843,105,55
42129,#DIV/0!,2.958,123,74
42131,#DIV/0!,1.795,100,24
42133,#DIV/0!,2.371,173,27
44001,#DIV/0!,0,.
44003,#DIV/0!,0,.
44005,#DIV/0!,0,.
44007,#DIV/0!,28,74,00
44009,#DIV/0!,0,.
45001,#DIV/0!,589,27,11
45003,#DIV/0!,440,27,69
45005,#DIV/0!,2.589,31,40
45007,#DIV/0!,1.590,25,52
45009,#DIV/0!,7.577,32,33
45011,#DIV/0!,2.719,33,48
45013,#DIV/0!,0,.
45015,#DIV/0!,339,38,04
45017,#DIV/0!,1.241,38,81
45019,#DIV/0!,203,25,74
45021,#DIV/0!,205,25,52
45023,#DIV/0!,252,30,61
45025,#DIV/0!,8.753,33,70
45027,#DIV/0!,3.839,48,14
45029,#DIV/0!,1.059,33,46
45031,#DIV/0!,862,38,35
45033,#DIV/0!,1.218,50,18
45035,#DIV/0!,332,34,42
45037,#DIV/0!,673,32,77
45039,#DIV/0!,0,.
45041,#DIV/0!,1.770,42,87
45043,#DIV/0!,1.142,39,90
45045,#DIV/0!,402,24,21
45047,#DIV/0!,7,42,81
45049,#DIV/0!,805,32,05
45051,#DIV/0!,4.131,79,77
45053,#DIV/0!,78,29,68
45055,#DIV/0!,1.311,30,87
45057,#DIV/0!,379,31,99
45059,#DIV/0!,958,22,26
45061,#DIV/0!,6.899,47,83
45063,#DIV/0!,338,28,15
45065,#DIV/0!,27,30,00
45067,#DIV/0!,1.054,51,00
45069,#DIV/0!,1.570,46,06
45071,#DIV/0!,293,28,71
45073,#DIV/0!,230,23,82
45075,#DIV/0!,7.217,38,34
45077,#DIV/0!,0,.
45079,#DIV/0!,31,41,46
45081,#DIV/0!,1.583,24,79
45083,#DIV/0!,688,27,64
45085,#DIV/0!,5.499,46,61
45087,#DIV/0!,410,33,04
45089,#DIV/0!,8.529,41,46
45091,#DIV/0!,135,26,68
46003,#DIV/0!,16.951,72,97
46005,#DIV/0!,23.905,110,60
46007,#DIV/0!,5.493,32,87
46009,#DIV/0!,9.884,107,10
46011,#DIV/0!,24.261,119,73
46013,#DIV/0!,66.586,102,88
46015,#DIV/0!,8.131,70,03
46017,#DIV/0!,2.354,51,88
46019,#DIV/0!,12.826,30,49
46021,#DIV/0!,15.961,63,70
46023,#DIV/0!,17.042,94,40
46025,#DIV/0!,25.845,101,86
46027,#DIV/0!,6.806,142,24
46029,#DIV/0!,14.248,122,94
46031,#DIV/0!,3.271,32,55
46033,#DIV/0!,81,28,85
46035,#DIV/0!,8.756,106,24
46037,#DIV/0!,40.732,112,59
46039,#DIV/0!,19.477,107,98
46041,#DIV/0!,3.478,32,00
46043,#DIV/0!,6.292,95,65
46045,#DIV/0!,14.816,84,95
46047,#DIV/0!,996,29,62
46049,#DIV/0!,6.334,74,84
46051,#DIV/0!,9.142,91,98
46053,#DIV/0!,5.944,58,85
46055,#DIV/0!,35.129,32,39
