FIPS,ACRES_2016,2016
51683,0,0
51685,0,0
51690,0,0
51700,0,0
51710,0,0
51720,0,0
51730,0,0
51735,0,0
51740,0,0
51750,0,0
51760,0,0
51770,0,0
51775,0,0
51780,0,0
51790,0,0
51800,308,81.23
51810,31,72.77
51820,0,0
51830,0,0
51840,0,0
53001,144.337,51.27
53003,21.891,53.18
53005,92.627,44.84
53007,509,41.04
53009,115,193.02
53011,125,185.52
53013,34.201,71.16
53015,21,152.95
53017,185.099,50.16
53019,540,55.45
53021,86.093,55.94
53023,31.173,68.35
53025,68.484,58.66
53027,141,220.98
53029,3,189.48
53031,179,232.56
53033,62,362.38
53035,19,253.54
53037,3.806,46.08
53039,45.238,48.98
53041,881,262.29
53043,151.330,56.68
53045,187,203.33
53047,2.969,61.33
53049,187,213.08
53051,0,0
53053,1,35100
53055,0,0
53057,608,416.08
53059,0,0
53061,311,318.26
53063,25.677,68.61
53065,866,65.21
53067,43,234.05
53069,253,265.03
53071,143.716,61.25
53073,2.589,466.46
53075,131.914,77.87
53077,47.160,41.79
54001,0,0
54003,252,75.28
54005,15,5800
54007,13,64.9
54009,0,0
54011,6,7300
54013,11,6300
54015,40,64.9
54017,8,6600
54019,26,6500
54021,39,65.19
54023,1.561,76.36
54025,744,70.18
54027,1.870,78.07
54029,0,0
54031,287,95.75
54033,51,6600
54035,3,109.94
54037,107,95.33
54039,18,70.19
54041,3,6600
54043,13,70.13
54045,0,0
54047,0,0
54049,0,0
54051,0,0
54053,528,123.08
54055,17,72.38
54057,5,79.85
54059,0,0
54061,2,99.63
54063,69,70.5
54065,63,57.99
54067,116,49.35
54069,0,0
54071,112,75.18
54073,0,0
54075,229,62.91
54077,90,43.93
54079,153,73.51
54081,0,0
54083,39,71.83
54085,0,0
54087,0,0
54089,0,0
54091,0,0
54093,0,0
54095,47,73.37
54097,7,6300
54099,0,0
54101,19,4300
54103,0,0
54105,0,0
54107,4,6900
54109,0,0
55001,414,68.22
55003,33,4500
55005,1.493,55.88
55007,99,42.3
55009,985,90.59
55011,5.575,93.57
55013,10,44.79
55015,691,94.88
55017,4.410,84.64
55019,513,56.05
55021,3.794,113.37
55023,4.811,97.85
55025,15.668,122.48
55027,5.166,118.11
55029,2.661,54.02
55031,0,0
55033,4.252,79.42
55035,10.001,85.7
55037,16,2500
55039,4.720,98.79
55041,0,0
55043,23.961,183.61
55045,10.325,130.57
55047,1.807,94.76
55049,23.683,142.58
55051,0,0
55053,2.615,135.47
55055,2.341,118.1
55057,2.854,93.27
55059,720,127.09
55061,1.813,77.36
55063,2.358,114.24
55065,15.793,159.62
55067,113,46.39
55069,19,4000
55071,3.582,86.61
55073,929,56.96
55075,38,57.58
55077,1.147,51.31
55078,0,0
55079,159,96.87
55081,4.061,90.48
55083,344,56.86
55085,0,0
55087,1.792,89.84
55089,894,74.49
55091,2.276,105.46
55093,4.325,87.24
55095,3.128,53.86
55097,1.207,59.98
55099,3,42.6
55101,1.232,127.55
55103,7.666,94.76
55105,9.715,143.78
55107,93,41.57
55109,7.751,75.11
55111,6.312,114.76
55113,0,0
55115,1.308,61.83
55117,817,72.44
55119,327,46.03
55121,9.353,113.2
55123,2.773,94.97
55125,0,0
55127,2.819,141.47
55129,12,51.28
55131,756,72.43
55133,874,94.12
55135,2.589,77.14
55137,470,63.55
55139,4.330,87.68
55141,1.508,71.5
56001,63,53.4
56003,232,47.64
56005,12.152,23.8
56007,81,5300
56009,3.550,21.41
56011,1.168,46.16
56013,51,40.36
56015,74.485,25.88
56017,847,45.03
56019,102,42.09
56021,39.761,27.87
56023,1.680,44.51
56025,44,4200
56027,9.670,26.62
56029,242,53.8
56031,40.364,25.08
56033,2.265,24.98
56035,11,46.9
56037,0,0
56039,0,0
56041,24,46.78
56043,474,46.46
56045,1.071,40.8
72999,943,66.59
