fid,country,region,UN_cur,UN_ssp1,UN_ssp3,UN_ssp5,rurpopcur,rurpopssp1,rurpopssp3,rurpopssp5
22559,Iran (Islamic Republic of),South Asia,6227812.5,6064759.5,6873322.5,2460700,91398.10156,104249.7891,132925.6406,104190.4531
22560,Iran (Islamic Republic of),South Asia,5395623.5,5302593,5459757.5,2061348.5,142532.7031,163577.3906,208062.5938,163464.9688
22561,Iran (Islamic Republic of),South Asia,4278366,3614909.5,4601236,1931154.25,155077.0938,176465.6875,224876.8281,176232.6563
22562,Iran (Islamic Republic of),South Asia,3078313.5,990120.125,1017640.688,482256,161179.5781,185999.4688,239775.1719,185538.3906
22563,Iran (Islamic Republic of),South Asia,2341410.75,161195.9531,151588,123279.7813,70865.27344,99195.40625,148743.7656,97400.46875
22564,Pakistan,South Asia,3732013.5,305806.8438,998743.5625,618944.875,74873.125,108196.7344,165512.1094,106006.4609
22565,Pakistan,South Asia,4773881,1179839.75,1604189.75,1076422,167437.4688,225906.9844,345579.125,221307.7188
22566,Pakistan,South Asia,11889197,7557610,11229066,5696858,1787757.375,1534190.5,3861960.75,1496899.125
22567,Pakistan,South Asia,22393668,12713031,20390338,10217293,5463912.5,2965812.75,12031263,2891066.5
22568,Pakistan,South Asia,5271434,2594064,3744048,2024956.625,2050239.5,1674538.375,4282981,1632031.25
22569,India,South Asia,4007605.5,1738662.125,2278790.5,1553399.875,1063538.625,1254351,1904650.625,1224118.125
22570,India,South Asia,2020538.75,1056690.5,1237274.25,1079741.5,392031.0625,235547.8594,804710.6875,233856.4375
22571,India,South Asia,2930998.5,1650635.25,3127716.5,2492816.75,379049.0313,472368.5938,677963.25,471775.1563
22572,India,South Asia,4819976,3180655.75,10744635,6577630.5,880951.5,1076750.625,1518301.25,1078617.75
22573,India,South Asia,11284204,7211547.5,31428414,16459196,2034488,2488914,3508073.75,2489358.5
22574,India,South Asia,22507540,21249182,32676938,17632024,3225536,3933651.25,5547311,3931600
22575,India,South Asia,30461378,54051236,43921672,22410630,6978351.5,6406066.5,11855264,6393648
22576,India,South Asia,24827380,59653420,46377084,22501222,6107282.5,2789784.25,10073349,2762733.5
22577,India,South Asia,34587020,68001520,59831648,27863466,7637402.5,130834.7813,9368953,129350.5547
22578,India,South Asia,31633212,68314416,58632272,26761982,8618435,0,14398007,0
22579,India,South Asia,46876384,86097472,81882384,37163116,9197567,0,11649514,0
22580,India,South Asia,63738848,84462696,114822704,54436700,9758468,175483.6719,14836022,175190.9688
22581,India,South Asia,39516788,74644568,66067852,32393858,8250939.5,943961.9375,12824801,931924.5625
22582,India,South Asia,26014656,60950280,34883408,19739768,5859228.5,1729535.875,9992801,1701937
22583,India,South Asia,6641240,36720660,6926612,7635152,4882161.5,2342280.25,8693695,2309690
22584,India,South Asia,6170932,13069350,4746659.5,4968893,2897618,3111129.25,5662564,3066381.25
22585,China,North Asia,5974958.5,11465313,4873418,5275876.5,1822210.625,1880126.25,3223722,1846554.375
22586,China,North Asia,2089389.75,2934479.25,2360052,1815189.75,828806.3125,894415.25,1258164.25,880942.6875
22587,India,South Asia,885911.125,1148607.875,950506.8125,809429.6875,388618.375,405185.3125,570789,399275.0938
22588,India,South Asia,447100.1563,421664.6875,514299.875,466198.8438,458564.9063,336316.0938,528059.8125,335774.875
22589,China,North Asia,844124.375,620762.8125,923244.8125,847391.375,176274.8281,81913.08594,328281.125,86653.82031
22590,China,North Asia,617517.3125,500486.5625,824781.125,692793.1875,98837.84375,111776.1016,181272.6563,118426.1016
22591,India,South Asia,585400.625,478833.5313,974334,669452.375,165121.8125,121494.1563,246350.1875,128187.2344
22592,India,South Asia,471539.75,420155.5625,510155.875,487592.8125,151011.375,113652.1641,180949,114074.3203
22593,India,South Asia,894922.25,797899.0625,965652.25,913846.8125,268503.7813,230818.9688,352415.3125,231150.7656
22594,India,South Asia,28757338,45264512,51320992,22519454,1550433.5,1591346.125,2567056,1576467.25
22595,India,South Asia,30227180,72217904,76159664,38806676,2477764.25,1524423.5,4152148.75,1514659.625
22596,India,South Asia,6498485.5,13200867,22403416,12528170,1020906.313,983439.25,1713032.875,982844.4375
22597,India,South Asia,1631189,1711333.625,1620163,1660280.25,101666.6328,72677.54688,112898.0781,70792.15625
22598,China,North Asia,1099294.5,1132018,1077845.125,1187678.5,318158.5313,156620.5625,265760.8125,156837.9844
22599,China,North Asia,1776822.125,1726095.5,1664692.25,1687919.125,175865.3594,115674.1563,156255,116257.5547
22600,China,North Asia,4682076.5,4703621,4410334.5,4629889,217694.0625,131536.0625,189109.5,132133.0625
22601,China,North Asia,9326963,8398448,7455068,10267366,818873.8125,359114.5313,728959.1875,360099.3125
22602,China,North Asia,7523838.5,7104684.5,6357804.5,8452809,1398936,911864,1264413.5,914410.375
22603,China,North Asia,4632901,4596307,3989143,5282992,1481524.875,803730.8125,1286694.125,802662.8125
22604,China,North Asia,4881143.5,5129284,4318395,6497106.5,2850580.75,610074.875,2603608.25,608032.125
22605,China,North Asia,8215853,8753587,6827724,14196033,2468363.75,538867.4375,2250186.25,539696.4375
22606,China,North Asia,13692590,11935043,8506530,20578622,2673186,1108967.75,2465652.5,1106270.875
22607,China,North Asia,17953742,16999520,12713210,25246804,2082837.5,660642.8125,1945409.25,657150.125
22608,China,North Asia,27744260,24930838,19306822,36189920,2091801.5,1029956.625,1939859.5,1031653.063
22609,China,North Asia,19135728,19042406,15095477,26856240,2212081,899831.1875,2062152.625,887333.75
22610,China,North Asia,6824048,7127229.5,6175092,10136319,2393593.25,598496.375,1978851.125,599570.1875
22611,China,North Asia,10837753,10362126,9322922,13817204,2381113.5,212339.6719,2150227,212669.1563
22612,China,North Asia,10218589,11768044,9925108,17677484,3532405.75,170091.5,1603644.5,170356.2969
22613,China,North Asia,9542166,12016244,10443574,19016422,3385247.75,0,1944416.25,0
22614,China,North Asia,8507796,11128242,9863237,15328792,2694491,62586.36328,1968309.75,60614.96094
22615,China,North Asia,21424246,22520126,20430224,31772318,2712646.25,654298.6875,2549263.25,655506.625
22616,China,North Asia,23802424,27381570,26968446,36731844,2610613,919312.3125,2179870.75,921030.5
22617,China,North Asia,25843442,24533822,23105646,35129748,3253872.75,1681378.75,2295738.75,1684818
22618,China,North Asia,3682181,3025523.5,2888668,4267917,1698853.25,1308629.125,1579982.75,1311814.25
22619,China,North Asia,2788257.25,2553591.5,2552458.25,2874721,1391791.875,619479.4375,1273443,620740.5
22620,China,North Asia,2115121.5,1816521.125,1638404.125,3119298.25,428355.3125,92703.28125,372569.2188,90812.75781
22628,Japan,North Asia,0,0,0,0,0,0,0,0
22629,Japan,North Asia,0,0,0,0,0,0,0,0
22640,Japan,North Asia,0,0,0,0,0,0,0,0
22642,Japan,North Asia,0,0,0,0,0,0,0,0
22686,United States,North America,0,0,0,0,0,0,0,0
22745,Mexico,North America,0,0,0,0,0,0,0,0
22746,Mexico,North America,167465.9219,66155.00781,66646.625,66745.42188,730.0880737,725.0235596,1182.20166,690.8378296
22747,Mexico,North America,1492056.25,796742.3125,797269.1875,796767.25,3534.787598,3405.440186,5552.836426,3237.647461
22748,Mexico,North America,564414.375,324139.8125,325522.8438,320858.6875,5915.768555,5420.057129,9096.878906,5249.670898
22750,Mexico,North America,1987106.5,2266900,2807563.5,2405102.5,102377.3672,862.3049316,56472.58594,811.4137573
22751,Mexico,North America,4169071.5,4058718.75,5253714.5,4393722.5,128344.4688,57908.29688,169122.5938,54509.375
22752,Mexico,North America,2785465.5,2135315.75,2788381.5,2661716,88949.27344,77042.50781,128244.5859,72658.07813
22753,Mexico,North America,10350599,8477154,11003409,10484879,57667.58984,54249.50781,88469.07031,50948.92969
22754,Mexico,North America,12705226,8495415,10285429,9417701,109158.5391,50236.23047,85427.125,47332.35938
22755,Mexico,North America,6315894.5,2992189.5,4147857,3653002,64953.38281,64048.49219,102969.7188,60566.01563
22756,Mexico,North America,3390059.25,1956926.75,1855088.125,1957036.75,14627.20801,14515.97266,23314.61328,13639.44238
22757,Mexico,North America,2015170.125,1134609.5,1126381.75,1136404.75,2358.985107,2280.878418,3676.921875,2144.527344
22758,Mexico,North America,1660671.75,898501.75,1054052.625,924366.25,26037.73242,24424.98438,40446.70703,23202.52539
22759,Mexico,North America,3204698,1806383.5,2563945,2262136.5,7708.337891,6987.237305,11474.51953,6554.348633
22760,Mexico,North America,11172995,8694099,10159524,7483625,48002.3125,26558.97656,74415.20313,24916.1875
22761,Mexico,North America,19742590,13170814,18234808,13457521,49231.86719,43470.0625,53887.22266,45769.85547
22762,Mexico,North America,10912096,7234939.5,11110503,8817172,40297.48047,21471.06445,31779.41016,21132.35156
22777,United States,North America,7824.857422,4481.347656,8507.169922,7197.320801,69.78977966,61.33122253,44.31058884,76.46295929
22778,United States,North America,2629009,981332.8125,2394168.25,2043074.25,57021.64063,44382.16016,34798.51563,55421.13672
22779,United States,North America,11918248,8820539,11528449,9008151,12997.07617,10692.9668,7672.807617,13422.46094
22781,Bahamas,North America,0,0,0,0,0,0,0,0
22782,Bahamas,North America,0,0,0,0,0,0,0,0
22845,Western Sahara,Africa,255779.8438,28084.6543,28104.74805,28104.74805,11747.85156,11626.65527,17157.70117,10837.8125
22846,Western Sahara,Africa,1484831.25,32092.58008,32106.57813,32109.73242,1322.769897,1314.528198,1948.950439,1200.270264
22847,Mauritania,Africa,2784921.5,6485.890625,6489.532227,6507.260254,967.7914429,962.8010864,1431.541626,881.9165039
22848,Mauritania,Africa,3146755.75,177041.125,176771.7656,49691.46875,72500.13281,72500.13281,108286.2031,68136.23438
22849,Western Sahara,Africa,4375323,80806.52344,81356,24451.23828,127.7375717,129.2274323,193.6233368,122.0434265
22850,Mauritania,Africa,3625257.75,16850.26563,17037.97656,10027.49512,110.1662827,110.2811432,165.4074402,104.1589355
22851,Mauritania,Africa,2184308.5,5284.484863,9364.796875,4985.044922,182.4373474,227.5387115,320.7920532,221.1025848
22852,Mauritania,Africa,2248627,5097.609863,5097.609863,5097.609863,3996.389648,5399.783203,6821.344238,5399.783203
22853,Mauritania,Africa,2216367,4898.14502,4898.14502,4898.14502,8567.1875,11463.35156,14363.97559,11463.35156
22854,Algeria,Africa,2316380.5,5207.835938,5201.09375,5207.835938,10080.83984,13422.85156,16806.16797,13422.85156
22855,Algeria,Africa,3903853.25,8941.066406,8941.066406,8941.066406,8321.696289,10550.64355,13861.99414,10550.64355
22856,Algeria,Africa,2651248.5,6018.82959,6018.82959,6018.82959,4942.218262,5971.293945,8172.972656,5971.293945
22857,Algeria,Africa,1921143.875,4389.45459,4389.45459,4389.45459,10142.52344,12281.47266,16720.13672,12281.47266
22858,Algeria,Africa,2020904.5,4594.708496,4587.877441,4594.708496,9551.692383,11566.66504,15745.10059,11566.66504
22859,Algeria,Africa,2236240.5,5264.501465,5209.080078,5570.874512,6639.960938,8039.91748,10946.65527,8039.91748
22860,Algeria,Africa,1625110.375,5849.063477,5878.566895,6736.808594,25499.58203,30928.83398,42188.96094,30928.83398
22861,Algeria,Africa,1485608,4483.353516,4486.665039,5341.555176,30191.58594,36746.03516,50075.59766,36746.03516
22862,Algeria,Africa,1704658.25,36494.61328,36482.55469,36550.01172,9255.925781,11571.77148,16196.00879,11571.77148
22863,Algeria,Africa,2905468.5,33280.57813,33275.21094,33275.21094,8043.867188,10050.70605,14057.84766,10050.70605
22864,Algeria,Africa,4196683.5,9550.601563,9547.479492,9550.601563,1289.081787,1610.327148,2249.296143,1610.327148
22865,Algeria,Africa,1964162.375,64213.07031,63869.99609,64213.07031,1362.626587,1564.908813,2232.257813,1564.908813
22866,Algeria,Africa,1982960.625,38454.83984,38453.78516,38454.83984,2069.531006,1874.371582,2792.326172,1874.371582
22867,Algeria,Africa,2640109.25,5555.586914,5548.527832,5555.586914,3882.470459,3456.23999,5100.810547,3456.23999
22868,Algeria,Africa,2389690,5071.819336,5101.873047,5435.953613,3804.741455,3855.280518,5366.039063,3855.280518
22869,Algeria,Africa,2266991.25,5211.187012,5211.187012,5211.131348,4764.385742,3024.939697,7421.72998,3024.729004
22870,Libyan Arab Jamahiriya,Africa,1851265.75,23428.91797,23413.4375,23460.47852,6329.036621,423.170929,10963.3125,414.5159607
22871,Libyan Arab Jamahiriya,Africa,3177263.75,6615.74707,6762.112793,5921.81543,17565.27734,8448.420898,30239.90234,8341.280273
22872,Libyan Arab Jamahiriya,Africa,3236984,1737519,18749.73828,151842.2344,33318.83594,4000.333984,57618.96094,4048.900146
22873,Libyan Arab Jamahiriya,Africa,3507476.75,1839806.875,143619.0469,380895.4375,34685.8125,1751.444702,56040.58203,1751.444702
22874,Libyan Arab Jamahiriya,Africa,4152064.75,7660621,3825087.25,1332818.625,59491.20703,3358.755127,6027.704102,3358.755127
22875,Libyan Arab Jamahiriya,Africa,2877846,848184.625,848401.4375,269230.625,15925.68945,5957.398438,7367.244141,5957.398438
22876,Libyan Arab Jamahiriya,Africa,3001595.25,6158.079102,6794.892578,7266.641113,5293.954102,7687.436523,9386.780273,7687.436523
22877,Libyan Arab Jamahiriya,Africa,2683748.75,6102.73877,6139.500488,6139.500488,6753.598145,9522.649414,12122.67188,9522.649414
22878,Libyan Arab Jamahiriya,Africa,2395021,5478.005371,5462.888184,5478.005371,6470.842285,9151.509766,11601.35254,9151.509766
22879,Libyan Arab Jamahiriya,Africa,1157242.25,2658.742676,2654.6604,2656.355225,2664.458984,3131.632324,5091.728516,3131.632324
22880,Libyan Arab Jamahiriya,Africa,423596.6875,932.4658203,958.2202148,937.2371826,1878.075195,1941.527344,3699.580811,1941.527344
22881,Libyan Arab Jamahiriya,Africa,397634.4688,15448.27246,1261.262085,2201.529785,1994.536377,2092.445801,3908.21582,2092.445801
22882,Libyan Arab Jamahiriya,Africa,83539.78906,19147.85352,369.5967407,1649.700562,2002.676025,2077.658203,3944.82959,2077.658203
22883,Libyan Arab Jamahiriya,Africa,0.686347187,0.9314695,0.9314695,0.9314695,1634.337402,1637.498535,3265.968262,1637.498535
22884,Libyan Arab Jamahiriya,Africa,2.426334143,3.114302397,3.114302397,3.114302397,1887.585205,1888.7677,3774.144775,1888.7677
22885,Libyan Arab Jamahiriya,Africa,123361.9766,280.0128479,280.0128479,280.0128479,1.50546205,1.50546205,3.010924101,1.50546205
22886,Egypt,Africa,2176335.75,4936.434082,4936.434082,4936.434082,0,0,0,0
22887,Egypt,Africa,3986765.5,4404622.5,44966.50391,1771161.625,20651.23047,20651.23047,41302.46094,20651.23047
22888,Egypt,Africa,1129702.875,251001.1406,183827.5625,3129.817871,0,0,0,0
22889,Egypt,Africa,802742.8125,2534.46167,2193.948486,1814.015259,0,0,0,0
22890,Egypt,Africa,97416.07031,110687.2266,110686.8516,46528.90625,0,0,0,0
22891,Egypt,Africa,770110.0625,1028477.438,996615.5,210351.9219,26727.53711,32212.55273,54711.03516,31636.15625
22892,Egypt,Africa,38109.98438,49582.91016,40380.02344,40901.62109,9617.736328,11759.72754,19924.66602,11529.13477
22893,Egypt,Africa,783554.125,2088.747559,2059.9729,2088.583252,24725.42773,30066.68945,50900.75,29512.61523
22894,Egypt,Africa,350765.4063,779.8540039,713.5258789,44645.11328,6454.286133,7873.771973,13332.82813,7717.605957
22895,Saudi Arabia,Eurasia,0,0,0,0,0,0,0,0
22896,Saudi Arabia,Eurasia,977760.8125,2483.406982,37823.33984,2545.282959,1718.386963,2330.688477,1146.329956,2537.527588
22897,Saudi Arabia,Eurasia,3182532.75,693400.6875,1238333,623352.625,3002.900146,4666.564941,2586.984131,5064.156738
22898,Saudi Arabia,Eurasia,2916028,51349.17188,264846.2813,41119.98828,0,0,0,0
22899,Saudi Arabia,Eurasia,3604607,167508.8125,363835.4375,137415.6094,9207.772461,16000.00195,18096.26367,17532.25391
22900,Saudi Arabia,Eurasia,4218466.5,1210156.875,2264597.5,470774.7813,77825.33594,142110.9844,160789.9375,155704.1563
22901,Saudi Arabia,Eurasia,5259338.5,3258831.75,3792444.5,1387669.625,60137.12109,109778.7656,124187.8359,120273.6484
22902,Saudi Arabia,Eurasia,8059739.5,6017044.5,8691197,5852111,36489.10156,66192.9375,74902.97656,72524.82031
22903,Saudi Arabia,Eurasia,18430868,17642280,32481244,19047978,3424.329346,6267.771973,7120.567871,6873.109375
22904,Saudi Arabia,Eurasia,7994529.5,6289530,9239431,5703981.5,34.87289429,63.83387375,72.57894897,70.03329468
22905,Saudi Arabia,Eurasia,2273112.75,365051.625,523015.7813,181711.5469,1774.3927,1251.560181,1421.094482,1371.231445
22906,Saudi Arabia,Eurasia,1394865.375,50424.125,109258.9766,30064.55469,4180.54834,1774.725342,2015.126343,1944.42041
22907,Saudi Arabia,Eurasia,2207558,14312.4375,38888.74609,14373.78516,11134.7959,1059.509521,1203.028687,1160.817139
22908,Saudi Arabia,Eurasia,2099632.25,28175.42969,152011.5625,22487.87109,38383.625,2939.598389,3337.787354,3220.677734
22909,Saudi Arabia,Eurasia,2385025,426268.9688,1319734.75,384054.9375,1143255.5,644595.875,730736.125,707541.5625
22910,Bahrain,Eurasia,54172.96094,32023.78125,31932.97461,22688.36328,2811.614258,1705.803223,1928.476563,1864.77002
22911,Qatar,Eurasia,0,0,0,0,0,0,0,0
22913,Iran (Islamic Republic of),South Asia,568226,401302,594110,348145.3125,23417.40625,26227.70508,33605.89453,26137.5332
22914,Iran (Islamic Republic of),South Asia,2141879,1961255.625,2097681,1184180.875,82685.82813,92448.78125,118515.2266,92135.4375
22915,Iran (Islamic Republic of),South Asia,330638.0938,303550.875,332489.5625,210666.3438,26970.39844,26746.80859,36723.57031,26637.66406
22916,Iran (Islamic Republic of),South Asia,220282.7813,218331.9688,218566.7969,200749.7188,7244.174805,2330.491455,10732.29492,2396.150635
22917,Iran (Islamic Republic of),South Asia,5855686.5,6213661,6275350.5,4599554,233844.3438,35538.23438,338971.2813,34753.39063
22918,Iran (Islamic Republic of),South Asia,9921870,10439196,10533245,8764427,83550.625,87315.83594,120775.625,87164.02344
22919,Iran (Islamic Republic of),South Asia,11182547,12019158,12069893,6122812,138747.1875,151469.2188,195795.9844,150585.8906
22920,Iran (Islamic Republic of),South Asia,11539772,9558819,9462819,7129951,171367.0469,145139.7188,204070.4844,145006.0469
22921,Iran (Islamic Republic of),South Asia,9743426,6062230,6647217,5288783.5,215315.8906,251048.9063,325719.25,250340.7031
22922,Iran (Islamic Republic of),South Asia,4846018,2518504,2386630.25,1561718.25,257901.4219,346914.4063,506280.9063,341422.6563
22923,Iran (Islamic Republic of),South Asia,3613851.5,674721.6875,525500.125,368780.875,284451.3125,406465.3125,617770.375,398198.125
22924,Pakistan,South Asia,3850830.5,402272.5938,420608.0313,363830.9688,227643.7188,329476.0625,504988.9063,322429.375
22925,Pakistan,South Asia,2433682.25,1259006.875,710034.5,493572.4688,96894.75781,138980.6563,212927.6719,136013.3438
22926,Pakistan,South Asia,12415782,8661987,12901186,7906814,1381500.75,1942099.375,3003057,1895201.625
22927,Pakistan,South Asia,11230484,7077536.5,9544968,5893711,2784195,1901834.375,6134524.5,1852587
22928,Pakistan,South Asia,15520423,10530107,13179201,8805544,2446833.75,3270922,5257292,3185964
22929,India,South Asia,1947198.125,899444.875,790622.5,1132599.625,344350.375,463232.875,701401.625,453158.0938
22930,India,South Asia,1834293.125,801904,1367714.875,1814990.375,226035.2969,231746.75,338773.875,232206.3438
22931,India,South Asia,3314892,2177583.25,6459835.5,6447477.5,587436.125,718554.625,1013087.438,720362.125
22932,India,South Asia,11479227,15590568,15590543,11697291,2009249,1787155.5,3464529.5,1788197.25
22933,India,South Asia,25827202,35586396,27241902,15071451,3087458.5,2969433.5,5322210,2968811.5
22934,India,South Asia,28076424,45487508,42662592,21551522,4439332,4774158,7355173.5,4772613.5
22935,India,South Asia,11536866,36880864,33016738,22211542,3821836.25,4110929.5,6526068.5,4107695.25
22936,India,South Asia,11881470,23088378,27551984,16323022,3864042.5,3117017,6622396,3098717.25
22937,India,South Asia,15395435,29934398,31450142,16616179,5365614,3150969.75,8995259,3147178.25
22938,India,South Asia,20621854,38596560,45379416,24086708,6187080,2402247.75,10548062,2399348.75
22939,India,South Asia,31657060,54915476,70003872,30459126,7183978,489181.4375,11774863,488466.9375
22940,India,South Asia,46014224,80292736,82889352,37742312,7173376,214795.4219,11966040,214651.6875
22941,India,South Asia,58098816,92294472,95029608,41861536,11200681,0,14388323,0
22942,India,South Asia,52050292,93419648,86794496,36553404,11859213,0,8788015,0
22943,India,South Asia,65391192,89107688,95651312,47712148,9089924,174230.2188,4394815.5,173968.4688
22944,India,South Asia,41715376,74620656,63470748,33709300,9414049,483588.0625,6450561.5,483002.7188
22945,India,South Asia,35113368,51126624,44248752,27261512,5298257.5,201400.0313,4974672.5,197819.5313
22946,India,South Asia,11564566,28811248,13275055,10406972,4475552,1131181.125,6952972.5,1112781.25
22947,India,South Asia,6012924,52044124,6226090,7968600.5,4144663,1344546.125,6989721,1322993.125
22948,India,South Asia,30395464,64277696,40975536,27524692,6492351,2342177.75,10306556,2309141.5
22949,India,South Asia,44516984,99689544,77096384,45991224,3702181.75,1337089.25,4047933.25,1332481.875
22950,India,South Asia,22787300,63310840,42579800,29398518,2578733,1813845.125,4269847.5,1802601.5
22951,India,South Asia,30121516,62262324,48337520,27232780,4006477.25,1464974,5272517,1467405.875
22952,India,South Asia,20126548,45364432,44996792,23092664,5018825,2005707.125,6889156.5,1995881.875
22953,India,South Asia,12838095,32246768,32068300,17963556,3107817.25,2453002,4565096.5,2451111.25
22954,India,South Asia,27795834,66057052,55985476,34806660,3858918.5,2308760.5,6315622,2307168
22955,India,South Asia,10564550,21152608,17827534,13698840,1136475.125,909058.875,1708298.75,902022.5625
22956,Burma,South Asia,1796273.375,1901657.875,1882355.25,1952333.625,105790.6094,63662.89063,110609.5625,61288.875
22957,Burma,South Asia,1150533.375,1144411.75,1177506.25,1162923.25,78566.07813,53885.89844,83898.5,51782.21484
22958,China,North Asia,1243802.5,1444263.125,1361143.125,1524402.75,430937.5,227779.0781,366051.2813,227964.5469
22959,China,North Asia,4922776,5711858,5463875.5,6424163.5,1202692.625,820617.125,1087691.5,823150.75
22960,China,North Asia,5851615,6320243,5793475.5,6198432.5,651599.75,460027.875,590461.0625,461609.5
22961,China,North Asia,5033594,4975964,4545902,5407296,1093984.875,663259.75,972072.5625,665150.4375
22962,China,North Asia,4855484.5,4888739,4266591.5,5153677,1384170.625,831296.75,1200584.75,833215.0625
22963,China,North Asia,12085163,11720978,9598618,13817237,2551303.5,1159975.75,2350461,1162006.125
22964,China,North Asia,10295025,12188970,9991601,12768410,5025788,2217053.5,4636954,2215799.75
22965,China,North Asia,27344358,26404248,20966804,35761428,4841286.5,603585.4375,4270505,601765.5
22966,China,North Asia,15528724,18432112,15020375,27073676,3091639,532676.6875,2861636,533582.25
22967,China,North Asia,18618910,17531592,14272101,25372636,2137350,963309.125,1998663.5,960099.75
22968,China,North Asia,10392136,11958069,10343330,13332440,1876626.75,1231199.5,1748146.125,1233825.75
22969,China,North Asia,6149439,6385527.5,5707181,8075242.5,1562140,1129480.875,1465960.625,1131555.625
22970,China,North Asia,5877532.5,5866387,5320410.5,7368132.5,2064577.5,1073186.25,1924613.5,1075316
22971,China,North Asia,20348286,17229198,14552466,29163274,3647427.5,130413.9844,2213540.25,130640.0547
22972,China,North Asia,27026456,28321562,25861546,43223140,3514323.5,0,1528155.125,0
22973,China,North Asia,13759706,11330670,10167389,19612562,3848244,0,2505922,0
22974,China,North Asia,25651062,23535272,21448284,31271368,2409222,664350.75,2261413,659005.4375
22975,China,North Asia,25980640,24385684,21775592,33279062,2059618.875,1399086.5,1935149.75,1395541.25
22976,China,North Asia,23978322,22437702,20558010,28572512,2436759.25,1767906,2289601.5,1771035.5
22977,China,North Asia,25447074,21696804,19679070,30574256,2533044.5,1771485,2368752.5,1775100
22978,China,North Asia,885866.375,751670,694231.75,1192767.875,1488205.375,1076554.375,1377611.5,1072479.625
22979,China,North Asia,1016814.813,1013512.313,939703.5625,1579841.5,913250,182815.8594,753403.5,181210.75
22980,China,North Asia,42340.49609,18394.00391,15151.6582,28563.53906,6178.061523,2871.088135,5680.053223,2875.992188
22986,Japan,North Asia,0,0,0,0,0,0,0,0
22987,Japan,North Asia,0,0,0,0,0,0,0,0
22988,Japan,North Asia,0,0,0,0,0,0,0,0
23002,Japan,North Asia,0,0,0,0,0,0,0,0
23048,United States,North America,0,0,0,0,0,0,0,0
23051,United States,North America,0,0,0,0,0,0,0,0
23052,United States,North America,0,0,0,0,0,0,0,0
23107,Mexico,North America,53843.48438,41881.32813,43597.73047,43032.37109,1051.550903,1032.147461,1660.223755,972.9483643
23108,Mexico,North America,2741914.5,1584225.5,1794739.5,1410254.5,34483.16797,33905.94141,54641.05078,32015.82813
23109,Mexico,North America,16917.96484,13632.69141,13478.00293,13438.15039,70.51467133,65.1687088,106.0979004,61.37953568
23110,Mexico,North America,1533301.125,1492033.125,1899748.125,1479718.25,23390.26367,14.51374149,302.2144165,14.0299511
23111,Mexico,North America,7998157,8690391,10624329,8039369,125840.625,44898.67578,136125.2813,41956.44531
23112,Mexico,North America,4989592,4468910,4889072.5,4106020.5,104898.6484,65541.11719,152307.5625,61642.26953
23113,Mexico,North America,4370180,2711625.25,4389140,4092018.75,57463.25781,48098.89453,81168.70313,45464.84375
23114,Mexico,North America,11269711,7787404,10410378,9560522,54517.36719,53191.65234,85492.08594,49967.51953
23115,Mexico,North America,6303752.5,3941719.25,4169129.5,3913938.75,42137.89063,40368.07031,66583.14063,37802.59766
23116,Mexico,North America,5656344,3870885.25,4522155.5,3821859,123041.6484,68956.78906,173262.7813,64713.33594
23117,Mexico,North America,2795406,1394991.25,1521905.375,1413732.75,87058.9375,85903.00781,137876.2656,80412.36719
23118,Mexico,North America,1754084.625,1026118.063,1146966,1061247.625,10882.14746,10439.43262,16771.81641,9729.402344
23119,Mexico,North America,3754218,2045674.25,2803731,2005969.5,63423.85547,42990.81641,80484.53125,40341.73438
23120,Mexico,North America,16840996,17009632,18927508,12903468,106234.3203,19064.05078,120680.6875,17976.125
23121,Mexico,North America,32186956,32320164,37364148,24715098,100308.8438,71225.57813,125265.7578,66716.95313
23122,Mexico,North America,11474886,10150924,12102484,7576033,54113.99219,5512.794434,11747.15918,5176.704102
23138,United States,North America,194897.5625,116740.4063,116478.3125,116758.8906,2044.60144,1830.402222,1352.342041,2271.310791
23139,United States,North America,2216337.25,1598017.625,490833.0313,1705081.375,2275.128174,1723.449463,1322.432251,2067.012939
23141,Bahamas,North America,0,0,0,0,0,0,0,0
23142,Bahamas,North America,0,0,0,0,0,0,0,0
23143,Bahamas,North America,0,0,0,0,0,0,0,0
23205,Western Sahara,Africa,1317124.5,8550.027344,8550.121094,8550.121094,351.6047058,351.6015625,515.8040161,327.9383545
23206,Western Sahara,Africa,2661673.75,8176.884277,8172.809082,8182.378418,459.5401306,459.5401306,673.9922485,428.9041138
23207,Mauritania,Africa,3138437.5,20814.87695,78410.50781,13549.58398,307.3857727,310.572052,456.1029053,289.9533386
23208,Mauritania,Africa,3204414.75,41089.43359,4758533.5,684219.6875,85.62054443,166.8149872,250.2073059,166.5630188
23209,Mauritania,Africa,2835936.25,76619.38281,413852.1563,89503.39844,81.75563049,162.9989777,244.4984741,162.97052
23210,Mauritania,Africa,3447685,221103.6719,174923.8281,216436.5625,81.60231781,159.1490479,238.723587,159.1479797
23211,Mauritania,Africa,2797912.25,6333.096191,6333.096191,6333.096191,31.56255531,50.16080856,75.23965454,50.15233994
23212,Mauritania,Africa,3614616.25,8178.810059,8178.810059,8178.810059,0,0,0,0
23213,Mauritania,Africa,3627848.75,14888.11523,16739.45117,16739.45117,662.5324097,918.7998047,1180.616211,918.7871094
